Word, Fontsize, FontFamily, FontFaceStyle, Left, Top, Right, Bottom, RecognitionConfidence, Id, LineId, RegionId, ImageFile 
separates,20,HelveticaCentury,b,810,502,919,523,212,103,13,36,i_0363.jpg 
fluid,20,HelveticaCentury,b,592,526,641,545,205,104,13,37,i_0363.jpg 
that,20,HelveticaCentury,b,650,526,695,545,211,105,13,37,i_0363.jpg 
circulates,20,HelveticaCentury,b,705,526,811,545,209,106,13,37,i_0363.jpg 
and,20,HelveticaCentury,b,821,526,860,545,210,107,13,37,i_0363.jpg 
that,20,HelveticaCentury,b,870,526,915,545,211,108,13,37,i_0363.jpg 
which,20,HelveticaCentury,b,592,553,658,572,209,109,13,38,i_0363.jpg 
directly,20,HelveticaCentury,b,668,553,752,577,210,110,13,38,i_0363.jpg 
surrounds,20,HelveticaCentury,b,760,553,874,572,212,111,13,38,i_0363.jpg 
the,20,HelveticaCentury,b,882,553,918,572,213,112,13,38,i_0363.jpg 
cells,20,HelveticaCentury,b,593,580,641,599,203,113,13,39,i_0363.jpg 
Plasmafluid,20,HelveticaCentury,b,638,612,781,630,182,115,13,40,i_0363.jpg 
portion,20,HelveticaCentury,b,791,614,864,635,208,116,13,40,i_0363.jpg 
of,20,HelveticaCentury,b,873,612,893,630,210,117,13,40,i_0363.jpg 
the,20,HelveticaCentury,b,899,612,932,630,213,118,13,40,i_0363.jpg 
blood,20,HelveticaCentury,b,638,637,694,655,204,119,13,41,i_0363.jpg 
Interstitial,20,HelveticaCentury,b,638,668,744,686,118,121,13,42,i_0363.jpg 
fluid,20,HelveticaCentury,b,751,668,798,686,207,122,13,42,i_0363.jpg 
fluid,20,HelveticaCentury,b,824,668,868,686,211,124,13,42,i_0363.jpg 
that,20,HelveticaCentury,b,876,668,917,686,213,125,13,42,i_0363.jpg 
surrounds,20,HelveticaCentury,b,638,692,740,710,210,126,14,43,i_0363.jpg 
the,20,HelveticaCentury,b,747,692,781,710,214,127,14,43,i_0363.jpg 
cells,20,HelveticaCentury,b,788,692,831,710,206,128,14,43,i_0363.jpg 
Homeostasis,42,HelveticaCentury,b,179,74,494,115,193,0,0,0,i_0474.jpg 
OnM,6,Helvetica,r,248,202,269,208,28,6,0,3,i_0474.jpg 
Equilibrium,42,HelveticaCentury,b,561,71,841,126,201,8,1,5,i_0474.jpg 
Homeostasis,19,Helvetica,b,554,184,682,201,196,10,1,6,i_0474.jpg 
refers,19,Helvetica,b,691,183,747,201,210,11,1,6,i_0474.jpg 
to,19,Helvetica,b,754,186,775,201,210,12,1,6,i_0474.jpg 
the,19,Helvetica,b,782,183,815,201,212,13,1,6,i_0474.jpg 
stability,19,Helvetica,b,824,183,903,206,200,14,1,6,i_0474.jpg 
of,19,Helvetica,b,910,183,930,201,210,15,1,6,i_0474.jpg 
the,19,Helvetica,b,552,208,585,226,210,16,1,7,i_0474.jpg 
bodys,19,Helvetica,b,594,208,658,231,204,17,1,7,i_0474.jpg 
internal,19,Helvetica,b,667,208,744,226,206,18,1,7,i_0474.jpg 
environment,19,Helvetica,b,752,209,884,226,205,19,1,7,i_0474.jpg 
eg,19,Helvetica,b,893,208,935,231,201,20,1,7,i_0474.jpg 
the,19,Helvetica,b,552,232,585,250,212,21,1,8,i_0474.jpg 
ECF,19,Helvetica,b,594,234,629,250,203,22,1,8,i_0474.jpg 
ICF,19,Helvetica,b,661,232,696,255,47,24,1,8,i_0474.jpg 
While,16,Helvetica,r,597,264,645,277,208,26,1,9,i_0474.jpg 
these,16,Helvetica,r,652,264,698,277,211,27,1,9,i_0474.jpg 
compartments,16,Helvetica,r,705,264,830,281,209,28,1,9,i_0474.jpg 
are,16,Helvetica,r,837,267,862,277,211,29,1,9,i_0474.jpg 
relatively,16,Helvetica,r,870,264,947,281,187,30,1,9,i_0474.jpg 
stable,16,Helvetica,r,597,283,647,297,208,31,1,10,i_0474.jpg 
in,16,Helvetica,r,654,283,667,297,208,32,1,10,i_0474.jpg 
terms,16,Helvetica,r,674,284,723,297,212,33,1,10,i_0474.jpg 
of,16,Helvetica,r,729,283,746,297,210,34,1,10,i_0474.jpg 
composition,16,Helvetica,r,752,283,856,301,205,35,1,10,i_0474.jpg 
they,16,Helvetica,r,863,283,900,301,211,36,1,10,i_0474.jpg 
differ,16,Helvetica,r,907,283,951,297,211,37,1,10,i_0474.jpg 
from,16,Helvetica,r,596,304,636,318,212,38,1,11,i_0474.jpg 
one,16,Helvetica,r,643,308,675,318,211,39,1,11,i_0474.jpg 
another,16,Helvetica,r,681,304,749,318,212,40,1,11,i_0474.jpg 
in,16,Helvetica,r,755,304,768,318,212,41,1,11,i_0474.jpg 
terms,16,Helvetica,r,775,305,824,318,211,42,1,11,i_0474.jpg 
of,16,Helvetica,r,831,304,847,318,210,43,1,11,i_0474.jpg 
concentrations,16,Helvetica,r,597,324,723,338,210,44,1,12,i_0474.jpg 
of,16,Helvetica,r,730,324,747,338,212,45,1,12,i_0474.jpg 
solutes,16,Helvetica,r,752,324,812,338,91,46,1,12,i_0474.jpg 
As,16,Helvetica,r,596,352,615,364,211,48,1,13,i_0474.jpg 
result,16,Helvetica,r,637,350,685,364,210,50,1,13,i_0474.jpg 
there,16,Helvetica,r,691,351,736,364,210,51,1,13,i_0474.jpg 
are,16,Helvetica,r,743,354,768,364,211,52,1,13,i_0474.jpg 
concentration,16,Helvetica,r,775,351,893,364,209,53,1,13,i_0474.jpg 
gradients,16,Helvetica,r,597,370,675,388,206,54,1,14,i_0474.jpg 
between,16,Helvetica,r,682,370,755,384,210,55,1,14,i_0474.jpg 
the,16,Helvetica,r,762,370,790,384,214,56,1,14,i_0474.jpg 
two,16,Helvetica,r,796,371,828,384,212,57,1,14,i_0474.jpg 
corn,16,Helvetica,r,597,394,631,404,211,58,1,15,i_0474.jpg 
pa,16,Helvetica,r,634,394,653,408,213,59,1,15,i_0474.jpg 
rtm,16,Helvetica,r,656,391,684,404,205,60,1,15,i_0474.jpg 
nts,16,Helvetica,r,698,391,722,404,206,62,1,15,i_0474.jpg 
Our,19,Helvetica,b,553,418,590,434,206,64,1,16,i_0474.jpg 
bodies,19,Helvetica,b,598,416,664,434,212,65,1,16,i_0474.jpg 
are,19,Helvetica,b,672,422,703,434,212,66,1,16,i_0474.jpg 
in,19,Helvetica,b,712,417,728,434,211,67,1,16,i_0474.jpg 
state,19,Helvetica,b,755,419,803,434,213,69,1,16,i_0474.jpg 
of,19,Helvetica,b,811,416,832,434,212,70,1,16,i_0474.jpg 
osmotic,19,Helvetica,b,839,418,919,434,206,71,1,16,i_0474.jpg 
equilibrium,19,Helvetica,b,553,440,669,463,204,72,1,17,i_0474.jpg 
total,19,Helvetica,b,678,440,730,463,208,73,1,17,i_0474.jpg 
amount,19,Helvetica,b,739,443,819,458,210,74,1,17,i_0474.jpg 
of,19,Helvetica,b,826,440,847,458,211,75,1,17,i_0474.jpg 
solute,19,Helvetica,b,853,440,915,458,210,76,1,17,i_0474.jpg 
per,19,Helvetica,b,923,446,957,463,212,77,1,17,i_0474.jpg 
volume,19,Helvetica,b,552,465,627,483,210,78,1,18,i_0474.jpg 
of,19,Helvetica,b,636,465,656,483,213,79,1,18,i_0474.jpg 
fluid,19,Helvetica,b,662,465,706,483,208,80,1,18,i_0474.jpg 
on,19,Helvetica,b,715,471,739,483,212,81,1,18,i_0474.jpg 
either,19,Helvetica,b,748,465,808,483,209,82,1,18,i_0474.jpg 
side,19,Helvetica,b,816,465,855,483,211,83,1,18,i_0474.jpg 
of,19,Helvetica,b,864,465,884,483,214,84,1,18,i_0474.jpg 
the,19,Helvetica,b,890,465,923,483,214,85,1,18,i_0474.jpg 
cell,19,Helvetica,b,552,489,585,507,210,86,1,19,i_0474.jpg 
membrane,19,Helvetica,b,594,489,712,512,206,87,1,19,i_0474.jpg 
but,19,Helvetica,b,722,489,754,507,213,88,1,19,i_0474.jpg 
are,19,Helvetica,b,762,495,793,507,212,89,1,19,i_0474.jpg 
in,19,Helvetica,b,802,491,818,507,211,90,1,19,i_0474.jpg 
state,19,Helvetica,b,845,492,893,507,211,92,1,19,i_0474.jpg 
of,19,Helvetica,b,901,489,922,507,210,93,1,19,i_0474.jpg 
chemical,19,Helvetica,b,552,514,641,532,207,94,1,20,i_0474.jpg 
disequilibrium,19,Helvetica,b,650,514,796,537,191,95,1,20,i_0474.jpg 
certain,19,Helvetica,b,805,514,882,537,212,96,1,20,i_0474.jpg 
solutes,19,Helvetica,b,552,538,624,556,128,97,1,21,i_0474.jpg 
are,19,Helvetica,b,632,544,663,556,212,98,1,21,i_0474.jpg 
more,19,Helvetica,b,672,544,724,556,212,99,1,21,i_0474.jpg 
concentrated,19,Helvetica,b,732,538,867,556,212,100,1,21,i_0474.jpg 
in,19,Helvetica,b,876,540,892,556,212,101,1,21,i_0474.jpg 
one,19,Helvetica,b,901,544,938,556,212,102,1,21,i_0474.jpg 
of,19,Helvetica,b,553,563,573,581,213,103,1,22,i_0474.jpg 
the,19,Helvetica,b,579,563,612,581,213,104,1,22,i_0474.jpg 
two,19,Helvetica,b,619,566,658,581,211,105,1,22,i_0474.jpg 
compartments,19,Helvetica,b,666,563,823,586,209,106,1,22,i_0474.jpg 
Our,19,Helvetica,b,553,595,590,611,212,108,1,23,i_0474.jpg 
bodies,19,Helvetica,b,598,593,664,611,212,109,1,23,i_0474.jpg 
are,19,Helvetica,b,672,599,703,611,212,110,1,23,i_0474.jpg 
electrically,19,Helvetica,b,712,593,821,616,211,111,1,23,i_0474.jpg 
neutral,19,Helvetica,b,830,593,907,615,198,112,1,23,i_0474.jpg 
but,19,Helvetica,b,916,593,949,611,212,113,1,23,i_0474.jpg 
as,19,Helvetica,b,553,624,573,636,213,114,1,24,i_0474.jpg 
result,19,Helvetica,b,581,618,638,636,211,115,1,24,i_0474.jpg 
of,19,Helvetica,b,645,618,666,636,213,116,1,24,i_0474.jpg 
ionic,19,Helvetica,b,673,620,720,636,211,117,1,24,i_0474.jpg 
imbalances,19,Helvetica,b,728,618,842,636,212,118,1,24,i_0474.jpg 
are,19,Helvetica,b,850,624,882,636,212,119,1,24,i_0474.jpg 
in,19,Helvetica,b,890,620,906,636,212,120,1,24,i_0474.jpg 
state,19,Helvetica,b,553,645,601,660,212,122,1,25,i_0474.jpg 
of,19,Helvetica,b,609,642,630,660,212,123,1,25,i_0474.jpg 
electrical,19,Helvetica,b,636,642,727,660,206,124,1,25,i_0474.jpg 
disequilibrium,19,Helvetica,b,736,642,882,665,202,125,1,25,i_0474.jpg 
rTnnWrr,4,HelveticaCentury,b,295,191,327,195,27,127,2,27,i_0474.jpg 
IL,5,Times,b,96,251,103,256,23,128,3,28,i_0474.jpg 
nRacEuAR,8,Times,r,389,144,445,151,27,131,5,30,i_0474.jpg 
Plasma,10,Helvetica,r,326,473,365,482,58,132,5,31,i_0474.jpg 
Interstitial,10,Times,r,325,500,379,508,39,133,5,32,i_0474.jpg 
ifuld,10,Helvetica,r,383,500,407,508,45,134,5,32,i_0474.jpg 
IC,10,Helvetica,b,442,710,461,719,139,136,5,33,i_0474.jpg 
Large,10,Helvetica,r,414,730,444,741,201,137,5,34,i_0474.jpg 
anions,10,Helvetica,r,448,730,484,739,157,138,5,34,i_0474.jpg 
and,10,Helvetica,r,413,743,433,752,206,139,5,35,i_0474.jpg 
proteins,10,Helvetica,r,437,743,482,754,158,140,5,35,i_0474.jpg 
ip,10,Helvetica,r,291,472,306,487,37,141,6,36,i_0474.jpg 
pic,10,Helvetica,b,104,704,144,719,64,158,11,50,i_0474.jpg 
plc,12,Helvetica,b,184,710,224,719,23,159,12,51,i_0474.jpg 
pic,12,Helvetica,b,262,710,303,719,81,160,12,51,i_0474.jpg 
Na,9,Helvetica,r,114,730,128,739,126,161,13,52,i_0474.jpg 
K4,10,Helvetica,b,200,730,213,739,82,162,14,53,i_0474.jpg 
C1,10,Helvetica,b,275,730,286,739,21,163,14,53,i_0474.jpg 
Intracellular,9,Helvetica,r,325,525,390,533,43,167,16,56,i_0474.jpg 
tlwd,9,Times,r,394,525,417,533,26,168,16,56,i_0474.jpg 
plc,14,Times,b,344,710,384,719,26,169,16,57,i_0474.jpg 
HC03,10,Times,r,348,730,378,742,26,170,16,58,i_0474.jpg 
Homeostasis,39,HelveticaCentury,b,179,74,494,115,192,0,0,0,i_0583.jpg 
IL,6,Times,r,246,242,257,248,22,10,0,4,i_0583.jpg 
Equilibrium,39,HelveticaCentury,b,560,71,841,126,200,13,1,6,i_0583.jpg 
pic,13,Helvetica,b,184,710,225,719,62,14,2,7,i_0583.jpg 
plc,13,Helvetica,b,344,710,384,719,28,16,3,8,i_0583.jpg 
Na,10,Helvetica,r,114,730,134,739,31,17,4,9,i_0583.jpg 
K4,9,Helvetica,b,200,730,212,739,82,18,5,10,i_0583.jpg 
Ct,9,Helvetica,b,275,730,291,739,32,19,5,10,i_0583.jpg 
This,21,HelveticaCentury,b,547,184,596,205,205,38,12,22,i_0583.jpg 
osmotic,21,HelveticaCentury,b,606,185,704,205,194,39,12,22,i_0583.jpg 
equilibrium,21,HelveticaCentury,b,713,184,855,211,170,40,12,22,i_0583.jpg 
and,21,HelveticaCentury,b,866,184,910,205,211,41,12,22,i_0583.jpg 
chemical,21,HelveticaCentury,b,548,214,656,235,209,42,12,23,i_0583.jpg 
electrical,21,HelveticaCentury,b,695,214,806,235,206,44,12,23,i_0583.jpg 
disequilibrium,21,HelveticaCentury,b,548,244,724,271,202,45,12,24,i_0583.jpg 
are,21,HelveticaCentury,b,736,251,773,265,211,46,12,24,i_0583.jpg 
dynamic,21,HelveticaCentury,b,784,244,887,271,206,47,12,24,i_0583.jpg 
steady,21,HelveticaCentury,b,548,274,628,301,211,48,12,25,i_0583.jpg 
states,21,HelveticaCentury,b,638,277,709,295,213,49,12,25,i_0583.jpg 
Dynamic,21,HelveticaCentury,b,593,312,690,335,210,51,12,26,i_0583.jpg 
meaning,21,HelveticaCentury,b,699,312,796,335,211,52,12,26,i_0583.jpg 
that,21,HelveticaCentury,b,804,311,850,330,211,53,12,26,i_0583.jpg 
the,21,HelveticaCentury,b,858,311,895,330,211,54,12,26,i_0583.jpg 
substances,21,HelveticaCentury,b,592,338,716,358,211,55,12,27,i_0583.jpg 
are,21,HelveticaCentury,b,725,344,760,357,210,56,12,27,i_0583.jpg 
constantly,21,HelveticaCentury,b,769,338,886,362,211,57,12,27,i_0583.jpg 
moving,21,HelveticaCentury,b,593,367,675,389,188,58,12,28,i_0583.jpg 
back,21,HelveticaCentury,b,684,365,735,384,211,59,12,28,i_0583.jpg 
and,21,HelveticaCentury,b,744,365,783,384,212,60,12,28,i_0583.jpg 
forth,21,HelveticaCentury,b,792,365,847,384,212,61,12,28,i_0583.jpg 
between,21,HelveticaCentury,b,857,365,955,384,211,62,12,28,i_0583.jpg 
the,21,HelveticaCentury,b,592,392,628,411,213,63,12,29,i_0583.jpg 
two,21,HelveticaCentury,b,637,395,679,411,210,64,12,29,i_0583.jpg 
compartments,21,HelveticaCentury,b,688,395,855,416,211,65,12,29,i_0583.jpg 
Steady,21,HelveticaCentury,b,592,426,668,450,211,67,12,30,i_0583.jpg 
state,21,HelveticaCentury,b,676,429,730,445,210,68,12,30,i_0583.jpg 
meaning,21,HelveticaCentury,b,740,428,838,450,187,69,12,30,i_0583.jpg 
that,21,HelveticaCentury,b,845,426,891,445,214,70,12,30,i_0583.jpg 
there,21,HelveticaCentury,b,592,454,652,473,213,71,12,31,i_0583.jpg 
is,21,HelveticaCentury,b,661,456,676,473,212,72,12,31,i_0583.jpg 
no,21,HelveticaCentury,b,686,460,712,473,212,73,12,31,i_0583.jpg 
net,21,HelveticaCentury,b,722,457,757,473,212,74,12,31,i_0583.jpg 
change,21,HelveticaCentury,b,766,454,846,478,212,75,12,31,i_0583.jpg 
or,21,HelveticaCentury,b,855,460,878,473,213,76,12,31,i_0583.jpg 
net,21,HelveticaCentury,b,887,457,922,473,212,77,12,31,i_0583.jpg 
movement,21,HelveticaCentury,b,593,484,715,500,211,78,12,32,i_0583.jpg 
between,21,HelveticaCentury,b,724,481,822,500,210,79,12,32,i_0583.jpg 
the,21,HelveticaCentury,b,831,481,867,500,212,80,12,32,i_0583.jpg 
two,21,HelveticaCentury,b,876,484,918,500,207,81,12,32,i_0583.jpg 
compartments,21,HelveticaCentury,b,592,511,759,532,205,82,12,33,i_0583.jpg 
This,21,HelveticaCentury,b,547,543,596,564,212,84,12,34,i_0583.jpg 
is,21,HelveticaCentury,b,607,544,622,564,213,85,12,34,i_0583.jpg 
accomplished,21,HelveticaCentury,b,632,543,802,570,206,86,12,34,i_0583.jpg 
by,21,HelveticaCentury,b,813,543,841,570,211,87,12,34,i_0583.jpg 
transport,21,HelveticaCentury,b,547,576,663,600,211,88,12,35,i_0583.jpg 
mechanisms,21,HelveticaCentury,b,674,573,827,594,207,89,12,35,i_0583.jpg 
and,21,HelveticaCentury,b,838,573,881,594,212,90,12,35,i_0583.jpg 
selective,21,HelveticaCentury,b,548,603,655,624,206,91,12,36,i_0583.jpg 
permeability,21,HelveticaCentury,b,666,603,823,630,208,92,12,36,i_0583.jpg 
of,21,HelveticaCentury,b,832,603,858,624,212,93,12,36,i_0583.jpg 
the,21,HelveticaCentury,b,865,603,905,624,212,94,12,36,i_0583.jpg 
membrane,21,HelveticaCentury,b,549,633,683,654,207,95,12,37,i_0583.jpg 
Ptesma,10,Helvetica,r,326,473,365,482,38,96,13,38,i_0583.jpg 
Interstiflal,10,Times,r,325,500,379,509,39,97,13,39,i_0583.jpg 
fluid,10,Times,r,383,500,407,508,41,98,13,39,i_0583.jpg 
lntteceliular,9,Helvetica,b,325,524,389,533,35,99,13,40,i_0583.jpg 
fluid,9,Helvetica,b,393,524,417,533,62,100,13,40,i_0583.jpg 
Large,10,Helvetica,r,414,731,444,741,186,106,17,44,i_0583.jpg 
anions,10,Helvetica,r,448,731,484,739,158,107,17,44,i_0583.jpg 
and,10,Helvetica,r,414,743,433,751,202,108,17,45,i_0583.jpg 
proteins,10,Times,r,437,743,482,754,161,109,17,45,i_0583.jpg 
Physical,19,Helvetica,r,581,257,662,280,208,1,0,0,i_0622.jpg 
isolation,19,Helvetica,r,671,257,759,275,210,2,0,0,i_0622.jpg 
acts,19,Helvetica,r,785,260,824,275,210,4,0,0,i_0622.jpg 
as,19,Helvetica,r,832,264,853,275,212,5,0,0,i_0622.jpg 
physical,19,Helvetica,r,880,257,958,280,207,7,0,0,i_0622.jpg 
barrier,19,Helvetica,r,581,281,649,299,205,8,0,1,i_0622.jpg 
between,19,Helvetica,r,657,281,745,299,210,9,0,1,i_0622.jpg 
the,19,Helvetica,r,753,281,787,299,214,10,0,1,i_0622.jpg 
contents,19,Helvetica,r,795,284,882,299,210,11,0,1,i_0622.jpg 
of,19,Helvetica,r,891,281,911,299,212,12,0,1,i_0622.jpg 
the,19,Helvetica,r,917,281,950,299,211,13,0,1,i_0622.jpg 
cell,19,Helvetica,r,580,306,612,324,212,14,0,2,i_0622.jpg 
and,19,Helvetica,r,621,306,657,324,211,15,0,2,i_0622.jpg 
the,19,Helvetica,r,665,306,699,324,213,16,0,2,i_0622.jpg 
surrounding,19,Helvetica,r,707,306,831,329,208,17,0,2,i_0622.jpg 
environment,19,Helvetica,r,838,308,970,324,201,18,0,2,i_0622.jpg 
Regulation,19,Helvetica,r,580,336,691,359,205,20,0,3,i_0622.jpg 
of,19,Helvetica,r,699,336,720,354,210,21,0,3,i_0622.jpg 
exchange,19,Helvetica,r,727,336,823,359,210,22,0,3,i_0622.jpg 
of,19,Helvetica,r,831,336,852,354,212,23,0,3,i_0622.jpg 
materials,19,Helvetica,r,859,336,955,354,210,24,0,3,i_0622.jpg 
controls,19,Helvetica,r,580,361,662,379,206,26,0,4,i_0622.jpg 
the,19,Helvetica,r,669,361,702,379,212,27,0,4,i_0622.jpg 
removal,19,Helvetica,r,711,361,791,379,210,28,0,4,i_0622.jpg 
of,19,Helvetica,r,800,361,821,379,212,29,0,4,i_0622.jpg 
waste,19,Helvetica,r,827,364,891,383,201,30,0,4,i_0622.jpg 
the,19,Helvetica,r,899,361,933,379,214,31,0,4,i_0622.jpg 
entry,19,Helvetica,r,580,388,633,408,211,32,0,5,i_0622.jpg 
of,19,Helvetica,r,641,385,661,403,212,33,0,5,i_0622.jpg 
nutrients,19,Helvetica,r,669,387,760,403,212,34,0,5,i_0622.jpg 
and,19,Helvetica,r,768,385,805,403,213,35,0,5,i_0622.jpg 
ions,19,Helvetica,r,814,387,860,407,211,36,0,5,i_0622.jpg 
the,19,Helvetica,r,891,385,924,403,213,38,0,5,i_0622.jpg 
release,19,Helvetica,r,581,410,653,428,209,39,0,6,i_0622.jpg 
of,19,Helvetica,r,661,410,681,428,210,40,0,6,i_0622.jpg 
cellular,19,Helvetica,r,688,410,762,428,195,41,0,6,i_0622.jpg 
products,19,Helvetica,r,770,410,859,433,210,42,0,6,i_0622.jpg 
Communication,19,Helvetica,r,580,441,745,458,210,44,0,7,i_0622.jpg 
between,19,Helvetica,r,753,440,844,458,210,45,0,7,i_0622.jpg 
the,19,Helvetica,r,851,440,885,458,210,46,0,7,i_0622.jpg 
cell,19,Helvetica,r,893,440,926,458,210,47,0,7,i_0622.jpg 
its,19,Helvetica,r,959,441,982,458,198,49,0,7,i_0622.jpg 
environment,19,Helvetica,r,580,466,714,483,198,50,0,8,i_0622.jpg 
proteins,19,Helvetica,r,741,467,824,488,210,52,0,8,i_0622.jpg 
found,19,Helvetica,r,831,465,890,483,212,53,0,8,i_0622.jpg 
within,19,Helvetica,r,898,465,962,483,194,54,0,8,i_0622.jpg 
the,19,Helvetica,r,579,489,613,507,213,55,0,9,i_0622.jpg 
membrane,19,Helvetica,r,621,489,732,507,211,56,0,9,i_0622.jpg 
enable,19,Helvetica,r,740,489,808,507,212,57,0,9,i_0622.jpg 
the,19,Helvetica,r,816,489,849,507,211,58,0,9,i_0622.jpg 
cell,19,Helvetica,r,857,489,889,507,207,59,0,9,i_0622.jpg 
to,19,Helvetica,r,897,492,918,507,212,60,0,9,i_0622.jpg 
monitor,19,Helvetica,r,580,516,662,532,206,61,0,10,i_0622.jpg 
changes,19,Helvetica,r,670,514,752,537,212,62,0,10,i_0622.jpg 
in,19,Helvetica,r,760,516,776,532,212,63,0,10,i_0622.jpg 
the,19,Helvetica,r,784,514,818,532,213,64,0,10,i_0622.jpg 
environment,19,Helvetica,r,826,515,957,532,207,65,0,10,i_0622.jpg 
and,19,Helvetica,r,580,538,616,556,212,66,0,11,i_0622.jpg 
respond,19,Helvetica,r,626,538,707,561,210,67,0,11,i_0622.jpg 
to,19,Helvetica,r,715,541,736,556,212,68,0,11,i_0622.jpg 
molecular,19,Helvetica,r,744,538,846,556,180,69,0,11,i_0622.jpg 
signals,19,Helvetica,r,853,538,920,561,212,70,0,11,i_0622.jpg 
Structural,19,Helvetica,r,580,569,681,587,206,72,0,12,i_0622.jpg 
support,19,Helvetica,r,690,572,771,592,211,73,0,12,i_0622.jpg 
proteins,19,Helvetica,r,798,570,880,592,212,75,0,12,i_0622.jpg 
serve,19,Helvetica,r,888,575,942,587,211,76,0,12,i_0622.jpg 
as,19,Helvetica,r,950,575,970,587,212,77,0,12,i_0622.jpg 
cytoskeleton,19,Helvetica,r,598,593,727,616,202,79,0,13,i_0622.jpg 
maintaining,19,Helvetica,r,736,595,856,616,204,80,0,13,i_0622.jpg 
cell,19,Helvetica,r,864,593,896,611,198,81,0,13,i_0622.jpg 
shape,19,Helvetica,r,905,593,970,616,207,82,0,13,i_0622.jpg 
creating,19,Helvetica,r,580,620,662,641,212,83,0,14,i_0622.jpg 
specialized,19,Helvetica,r,670,618,779,641,210,84,0,14,i_0622.jpg 
junctions,19,Helvetica,r,787,620,881,641,210,85,0,14,i_0622.jpg 
between,19,Helvetica,r,889,618,978,636,212,86,0,14,i_0622.jpg 
cells,19,Helvetica,r,580,642,623,660,212,87,0,15,i_0622.jpg 
and,19,Helvetica,r,631,642,667,660,210,88,0,15,i_0622.jpg 
the,19,Helvetica,r,675,642,709,660,213,89,0,15,i_0622.jpg 
extraceltular,19,Helvetica,r,716,642,843,660,127,90,0,15,i_0622.jpg 
matrix,19,Helvetica,r,851,644,915,660,210,91,0,15,i_0622.jpg 
thus,19,Helvetica,r,922,642,966,660,211,92,0,15,i_0622.jpg 
stabilizing,19,Helvetica,r,580,667,681,690,207,93,0,16,i_0622.jpg 
cells,19,Helvetica,r,688,667,731,685,210,94,0,16,i_0622.jpg 
within,19,Helvetica,r,739,667,802,685,210,95,0,16,i_0622.jpg 
tissues,19,Helvetica,r,810,669,879,685,210,96,0,16,i_0622.jpg 
The,47,HelveticaCentury,r,219,71,310,115,213,97,1,17,i_0622.jpg 
plasma,47,HelveticaCentury,r,332,71,504,126,212,98,1,17,i_0622.jpg 
membrane,47,HelveticaCentury,r,527,71,797,115,212,99,1,17,i_0622.jpg 
aka,19,Helvetica,r,536,163,579,186,121,101,1,18,i_0622.jpg 
the,19,Helvetica,r,588,163,624,182,211,102,1,18,i_0622.jpg 
cell,19,Helvetica,r,634,163,670,182,211,103,1,18,i_0622.jpg 
membrane,19,Helvetica,r,680,163,803,182,210,104,1,18,i_0622.jpg 
or,19,Helvetica,r,812,169,835,182,212,105,1,18,i_0622.jpg 
plasmalemma,19,Helvetica,r,536,191,694,215,166,106,1,19,i_0622.jpg 
ER,18,Helvetica,r,324,230,347,245,103,107,2,20,i_0622.jpg 
Functionally,19,Helvetica,r,537,225,674,249,210,110,3,21,i_0622.jpg 
responsible,19,Helvetica,r,683,225,812,249,212,111,3,21,i_0622.jpg 
for,19,Helvetica,r,821,225,858,244,203,112,3,21,i_0622.jpg 
CelIA,19,Helvetica,r,30,428,87,446,137,113,4,22,i_0622.jpg 
Cell,19,Helvetica,r,30,514,65,532,212,114,4,23,i_0622.jpg 
43000x,18,Helvetica,r,215,724,296,744,26,116,5,24,i_0622.jpg 
216000x,18,Helvetica,r,381,725,473,745,26,117,6,25,i_0622.jpg 
The,47,HelveticaCentury,r,216,71,307,115,212,0,0,0,i_0736.jpg 
fluid,47,HelveticaCentury,r,325,70,432,115,204,1,0,0,i_0736.jpg 
mosaic,47,HelveticaCentury,r,456,74,627,115,212,2,0,0,i_0736.jpg 
model,47,HelveticaCentury,r,648,71,799,115,211,3,0,0,i_0736.jpg 
Membtane,9,Times,r,671,236,724,244,32,4,0,1,i_0736.jpg 
spiha,9,Helvetica,r,728,236,756,247,43,5,0,1,i_0736.jpg 
Into,9,Helvetica,b,671,248,690,256,49,6,0,2,i_0736.jpg 
layers,9,Helvetica,b,694,248,724,258,42,7,0,2,i_0736.jpg 
In,9,Helvetica,b,728,248,737,256,115,8,0,2,i_0736.jpg 
freezetracture,10,Helvetica,r,671,259,746,268,23,9,0,3,i_0736.jpg 
electron,10,Helvetica,r,670,271,712,279,188,10,0,4,i_0736.jpg 
microscopy,9,Helvetica,r,671,283,733,293,101,11,0,5,i_0736.jpg 
Cholesterol,9,Helvetica,b,333,444,392,452,160,12,1,6,i_0736.jpg 
molecules,9,Helvetica,b,396,444,448,452,156,13,1,6,i_0736.jpg 
Insert,9,Helvetica,r,333,455,362,463,108,14,1,7,i_0736.jpg 
themselves,9,Helvetica,b,366,455,424,463,189,15,1,7,i_0736.jpg 
Into,9,Helvetica,b,428,455,447,463,153,16,1,7,i_0736.jpg 
the,9,Helvetica,r,333,467,349,475,209,17,1,8,i_0736.jpg 
lipid,9,Helvetica,r,352,467,374,477,43,18,1,8,i_0736.jpg 
layer,9,Helvetica,r,378,467,405,477,164,19,1,8,i_0736.jpg 
Lipid,9,Helvetica,b,596,430,621,440,166,20,2,9,i_0736.jpg 
tails,9,Helvetica,b,625,430,647,438,38,21,2,9,i_0736.jpg 
