Word,Fontsize,FontFamily,FontFaceStyle,Left,Top,Right,Bottom,RecognitionConfidence,Id,RegionId,LineId,imageFile
one,48,Times,bi,676,44,772,74,212,3,1,2,i_0016.jpg 
week,48,Times,bi,791,27,929,75,212,4,1,2,i_0016.jpg 
It,8,Helvetica,r,605,142,615,149,52,9,2,3,i_0016.jpg 
ress,12,Helvetica,r,525,145,557,155,194,11,2,4,i_0016.jpg 
exi,12,Helvetica,r,660,145,682,155,42,14,2,4,i_0016.jpg 
CD0000000000CD,12,Helvetica,r,362,163,498,172,23,15,2,5,i_0016.jpg 
tue,12,Helvetica,r,512,168,540,180,25,17,2,6,i_0016.jpg 
presentation,16,Times,r,545,168,649,184,165,18,2,6,i_0016.jpg 
will,34,Times,b,126,250,194,283,211,19,3,7,i_0016.jpg 
do,34,Times,b,208,250,251,283,212,20,3,7,i_0016.jpg 
this,34,Times,b,264,250,328,283,212,21,3,7,i_0016.jpg 
once,34,Times,b,342,261,425,283,212,22,3,7,i_0016.jpg 
by,34,Times,b,439,250,481,291,213,23,3,7,i_0016.jpg 
yourself,34,Times,b,495,250,648,292,210,24,3,7,i_0016.jpg 
and,34,Times,b,657,250,719,283,212,25,3,7,i_0016.jpg 
once,34,Times,b,734,261,817,283,213,26,3,7,i_0016.jpg 
with,34,Times,b,831,250,909,283,213,27,3,7,i_0016.jpg 
partner,34,Times,b,125,310,262,346,198,29,3,8,i_0016.jpg 
will,34,Times,b,314,305,383,337,211,31,3,8,i_0016.jpg 
provide,34,Times,b,397,305,534,346,212,32,3,8,i_0016.jpg 
scantrons,34,Times,b,549,310,726,337,173,33,3,8,i_0016.jpg 
Short,42,Times,b,128,376,247,417,212,35,4,9,i_0016.jpg 
Essay,42,Times,b,263,378,393,428,212,36,4,9,i_0016.jpg 
Question,42,Times,b,411,376,614,426,210,37,4,9,i_0016.jpg 
Read,34,Times,b,630,384,721,416,213,38,4,9,i_0016.jpg 
the,34,Times,b,734,384,787,416,214,39,4,9,i_0016.jpg 
Daily,34,Times,b,126,441,224,483,212,40,4,10,i_0016.jpg 
News,34,Times,b,237,443,339,474,213,41,4,10,i_0016.jpg 
Geology,34,Times,b,353,441,507,483,210,42,4,10,i_0016.jpg 
report,34,Times,b,521,446,628,483,210,43,4,10,i_0016.jpg 
at,34,Times,b,641,446,672,474,214,44,4,10,i_0016.jpg 
Science,34,Times,b,803,384,940,417,208,45,5,11,i_0016.jpg 
https,34,Times,b,126,496,212,537,183,46,6,12,i_0016.jpg 
www,34,Times,b,217,496,357,529,161,47,6,12,i_0016.jpg 
sciencedaily,34,Times,b,363,496,593,537,188,48,6,12,i_0016.jpg 
cornnewsearthcl,34,Times,b,599,496,939,537,203,49,6,12,i_0016.jpg 
imagegeology,34,Times,b,127,551,393,592,202,50,6,13,i_0016.jpg 
Notecard,42,Times,b,124,622,332,662,187,53,8,15,i_0016.jpg 
you,34,Times,b,378,640,446,671,212,55,8,15,i_0016.jpg 
may,34,Times,b,459,640,535,671,212,56,8,15,i_0016.jpg 
have,34,Times,b,549,630,632,662,212,57,8,15,i_0016.jpg 
LlrI,10,Helvetica,i,150,692,218,704,24,59,8,16,i_0016.jpg 
3x5,33,HelveticaCentury,bi,647,631,710,662,188,67,9,18,i_0016.jpg 
card,34,Times,b,727,630,802,662,212,68,10,19,i_0016.jpg 
with,34,Times,b,816,630,895,662,213,69,10,19,i_0016.jpg 
Multipi,42,Times,b,126,130,294,182,70,71,11,20,i_0016.jpg 
Blackboaiu,34,Times,b,126,196,333,228,35,72,12,21,i_0016.jpg 
Its,48,TimesCentury,r,711,122,744,178,182,75,13,22,i_0016.jpg 
on,34,Times,b,759,149,802,171,213,76,13,22,i_0016.jpg 
You,34,Times,b,814,197,890,228,209,77,14,23,i_0016.jpg 
Annoucement,48,Times,i,8,27,400,75,66,0,0,0,i_0017.jpg 
one,48,Times,i,676,44,772,74,212,2,0,0,i_0017.jpg 
week,48,Times,i,791,27,929,75,213,3,0,0,i_0017.jpg 
Multiple,42,Times,r,126,130,319,182,212,5,0,1,i_0017.jpg 
Choice,42,Times,r,336,130,494,171,212,6,0,1,i_0017.jpg 
practice,34,Times,r,511,138,652,180,212,7,0,1,i_0017.jpg 
tests,34,Times,r,665,143,744,171,212,8,0,1,i_0017.jpg 
on,34,Times,r,759,149,802,171,212,9,0,1,i_0017.jpg 
Blackboard,34,Times,r,126,196,333,228,212,10,0,2,i_0017.jpg 
under,34,Times,r,347,196,449,228,212,11,0,2,i_0017.jpg 
ContentPearson,34,Times,r,462,196,787,236,158,12,0,2,i_0017.jpg 
You,34,Times,r,814,197,890,228,213,13,0,2,i_0017.jpg 
will,34,Times,r,126,250,194,283,212,14,0,3,i_0017.jpg 
do,34,Times,r,208,250,251,283,213,15,0,3,i_0017.jpg 
this,34,Times,r,264,250,328,283,212,16,0,3,i_0017.jpg 
once,34,Times,r,342,261,425,283,214,17,0,3,i_0017.jpg 
by,34,Times,r,439,250,481,291,213,18,0,3,i_0017.jpg 
yourself,34,Times,r,495,250,649,292,212,19,0,3,i_0017.jpg 
and,34,Times,r,657,250,719,283,214,20,0,3,i_0017.jpg 
once,34,Times,r,734,261,816,283,212,21,0,3,i_0017.jpg 
with,34,Times,r,831,250,909,283,214,22,0,3,i_0017.jpg 
partner,34,Times,r,125,310,262,346,199,24,0,4,i_0017.jpg 
will,34,Times,r,314,305,383,337,212,26,0,4,i_0017.jpg 
provide,34,Times,r,397,305,534,346,212,27,0,4,i_0017.jpg 
scantrons,34,Times,r,549,310,726,337,92,28,0,4,i_0017.jpg 
Short,42,Times,r,128,376,247,417,214,30,0,5,i_0017.jpg 
Essay,42,Times,r,263,378,393,428,212,31,0,5,i_0017.jpg 
Question,42,Times,r,411,376,614,426,213,32,0,5,i_0017.jpg 
Read,34,Times,r,630,384,721,417,213,33,0,5,i_0017.jpg 
the,34,Times,r,734,384,787,416,212,34,0,5,i_0017.jpg 
Science,34,Times,r,803,384,940,417,212,35,0,5,i_0017.jpg 
Daily,34,Times,r,127,441,223,483,211,36,0,6,i_0017.jpg 
News,34,Times,r,237,443,339,474,214,37,0,6,i_0017.jpg 
Geology,34,Times,r,353,441,507,483,212,38,0,6,i_0017.jpg 
report,34,Times,r,521,446,628,483,212,39,0,6,i_0017.jpg 
at,34,Times,r,641,446,672,474,214,40,0,6,i_0017.jpg 
https,34,Times,r,126,496,212,537,192,41,0,7,i_0017.jpg 
www,34,Times,r,217,496,358,528,161,42,0,7,i_0017.jpg 
sciencedailycomnewsearthcl,34,Times,r,363,496,939,537,85,43,0,7,i_0017.jpg 
imagegeology,34,Times,r,127,551,393,592,157,44,0,8,i_0017.jpg 
Notecard,42,Times,r,124,622,332,662,184,46,0,9,i_0017.jpg 
you,34,Times,r,379,640,446,671,211,48,0,9,i_0017.jpg 
may,34,Times,r,459,640,535,671,212,49,0,9,i_0017.jpg 
have,34,Times,r,549,630,632,662,212,50,0,9,i_0017.jpg 
3x5,33,HelveticaCentury,i,647,631,710,662,192,51,0,9,i_0017.jpg 
card,34,Times,r,727,630,802,662,213,52,0,9,i_0017.jpg 
with,34,Times,r,816,630,895,662,213,53,0,9,i_0017.jpg 
notes,34,Times,r,126,692,219,720,212,54,0,10,i_0017.jpg 
but,34,Times,r,233,687,305,728,207,55,0,10,i_0017.jpg 
not,34,Times,r,317,692,374,720,214,56,0,10,i_0017.jpg 
essay,34,Times,r,388,688,498,728,209,57,0,10,i_0017.jpg 
Annoucement,48,Times,i,8,28,393,75,43,0,0,0,i_0018.jpg 
Test,48,Times,i,427,28,537,75,212,1,0,0,i_0018.jpg 
in,48,Times,i,608,31,655,74,213,3,0,0,i_0018.jpg 
one,48,Times,i,676,44,772,74,213,4,0,0,i_0018.jpg 
week,48,Times,i,791,27,929,74,213,5,0,0,i_0018.jpg 
Multiple,42,Times,r,125,131,319,183,212,7,0,1,i_0018.jpg 
Choice,42,Times,r,336,130,494,171,212,8,0,1,i_0018.jpg 
practice,34,Times,r,511,138,652,180,211,9,0,1,i_0018.jpg 
tests,34,Times,r,665,143,744,171,212,10,0,1,i_0018.jpg 
on,34,Times,r,759,149,802,171,212,11,0,1,i_0018.jpg 
Blackboard,34,Times,r,126,196,333,228,212,12,0,2,i_0018.jpg 
under,34,Times,r,347,196,449,228,212,13,0,2,i_0018.jpg 
ContentPearson,34,Times,r,462,196,787,236,91,14,0,2,i_0018.jpg 
You,34,Times,r,814,197,891,228,212,15,0,2,i_0018.jpg 
will,34,Times,r,126,250,193,283,212,16,0,3,i_0018.jpg 
do,34,Times,r,208,250,251,283,212,17,0,3,i_0018.jpg 
this,34,Times,r,264,250,328,283,212,18,0,3,i_0018.jpg 
once,34,Times,r,342,261,425,283,212,19,0,3,i_0018.jpg 
by,34,Times,r,439,250,481,291,213,20,0,3,i_0018.jpg 
yourself,34,Times,r,495,250,649,292,212,21,0,3,i_0018.jpg 
and,34,Times,r,657,250,719,283,214,22,0,3,i_0018.jpg 
once,34,Times,r,734,261,816,283,214,23,0,3,i_0018.jpg 
with,34,Times,r,831,250,909,283,214,24,0,3,i_0018.jpg 
partner,34,Times,r,125,310,262,346,197,26,0,4,i_0018.jpg 
will,34,Times,r,314,305,383,337,205,28,0,4,i_0018.jpg 
provide,34,Times,r,397,305,534,346,212,29,0,4,i_0018.jpg 
scantrons,34,Times,r,549,310,726,337,174,30,0,4,i_0018.jpg 
Short,42,Times,r,128,376,247,417,213,32,0,5,i_0018.jpg 
Essay,42,Times,r,263,378,394,428,212,33,0,5,i_0018.jpg 
Question,42,Times,r,411,376,614,426,213,34,0,5,i_0018.jpg 
Read,34,Times,r,630,384,721,416,213,35,0,5,i_0018.jpg 
the,34,Times,r,734,384,787,417,214,36,0,5,i_0018.jpg 
Science,34,Times,r,803,384,940,416,212,37,0,5,i_0018.jpg 
Daily,34,Times,r,127,441,223,483,211,38,0,6,i_0018.jpg 
News,34,Times,r,237,443,339,474,214,39,0,6,i_0018.jpg 
Geology,34,Times,r,353,441,507,483,213,40,0,6,i_0018.jpg 
report,34,Times,r,521,446,628,483,212,41,0,6,i_0018.jpg 
at,34,Times,r,641,446,672,474,212,42,0,6,i_0018.jpg 
https,34,Times,r,126,496,212,537,189,43,0,7,i_0018.jpg 
www,34,Times,r,217,496,357,529,88,44,0,7,i_0018.jpg 
sciencedailycomnewsearthcl,34,Times,r,363,496,939,537,30,45,0,7,i_0018.jpg 
imagegeology,34,Times,r,127,551,393,592,205,46,0,8,i_0018.jpg 
Notecard,42,Times,r,124,622,332,662,202,48,0,9,i_0018.jpg 
you,34,Times,r,378,640,446,671,214,50,0,9,i_0018.jpg 
may,34,Times,r,459,640,535,671,212,51,0,9,i_0018.jpg 
have,34,Times,r,550,630,632,662,212,52,0,9,i_0018.jpg 
3x5,33,HelveticaCentury,i,647,631,710,662,192,53,0,9,i_0018.jpg 
card,34,Times,r,726,630,802,662,213,54,0,9,i_0018.jpg 
with,34,Times,r,816,630,895,662,214,55,0,9,i_0018.jpg 
notes,34,Times,r,126,692,219,720,212,56,0,10,i_0018.jpg 
but,34,Times,r,234,687,305,728,210,57,0,10,i_0018.jpg 
not,34,Times,r,317,692,374,720,212,58,0,10,i_0018.jpg 
essay,34,Times,r,388,688,498,728,209,59,0,10,i_0018.jpg 
Essay,52,HelveticaCentury,r,151,42,315,99,212,0,0,0,i_0235.jpg 
Question,52,HelveticaCentury,r,337,41,579,90,199,1,0,0,i_0235.jpg 
Examples,52,HelveticaCentury,r,607,42,873,99,213,2,0,0,i_0235.jpg 
Earths,32,HelveticaCentury,r,51,168,169,197,192,4,0,1,i_0235.jpg 
Ancient,32,HelveticaCentury,r,182,167,313,197,201,5,0,1,i_0235.jpg 
Scars,32,HelveticaCentury,r,327,167,426,197,212,6,0,1,i_0235.jpg 
Explain,32,HelveticaCentury,r,441,167,566,204,209,7,0,1,i_0235.jpg 
Strangeness,32,HelveticaCentury,r,581,167,802,205,212,8,0,1,i_0235.jpg 
of,32,HelveticaCentury,r,816,167,848,197,211,9,0,1,i_0235.jpg 
Mount,32,HelveticaCentury,r,861,168,968,197,212,10,0,1,i_0235.jpg 
St,32,HelveticaCentury,r,50,215,92,244,175,11,0,2,i_0235.jpg 
Helens,32,HelveticaCentury,r,110,215,230,245,206,12,0,2,i_0235.jpg 
livesciencecom,32,HelveticaCentury,r,278,215,554,245,53,14,0,2,i_0235.jpg 
year,33,Times,r,92,287,170,318,212,17,0,3,i_0235.jpg 
after,33,Times,r,183,277,265,309,211,18,0,3,i_0235.jpg 
Harvey,33,Times,r,278,278,419,318,191,19,0,3,i_0235.jpg 
push,33,Times,r,433,277,518,318,212,20,0,3,i_0235.jpg 
expected,33,Times,r,532,277,690,318,212,21,0,3,i_0235.jpg 
for,33,Times,r,705,277,756,309,210,22,0,3,i_0235.jpg 
stricter,33,Times,r,770,276,894,309,212,23,0,3,i_0235.jpg 
regulation,33,Times,r,49,331,231,372,211,24,0,4,i_0235.jpg 
of,33,Times,r,245,331,286,364,213,25,0,4,i_0235.jpg 
sand,33,Times,r,295,331,375,364,212,26,0,4,i_0235.jpg 
mining,33,Times,r,389,331,516,373,212,27,0,4,i_0235.jpg 
industry,33,Times,r,531,331,690,373,85,28,0,4,i_0235.jpg 
Houston,33,Times,r,704,332,857,369,63,29,0,4,i_0235.jpg 
Chronicle,33,Times,r,50,385,226,418,206,30,0,5,i_0235.jpg 
Meteorite,32,HelveticaCentury,r,51,447,212,476,206,32,0,6,i_0235.jpg 
bombardment,32,HelveticaCentury,r,227,447,470,476,211,33,0,6,i_0235.jpg 
likely,32,HelveticaCentury,r,484,447,569,484,212,34,0,6,i_0235.jpg 
to,33,Times,r,582,448,613,476,212,35,0,6,i_0235.jpg 
have,32,HelveticaCentury,r,628,447,710,476,212,36,0,6,i_0235.jpg 
created,32,HelveticaCentury,r,724,447,853,476,212,37,0,6,i_0235.jpg 
the,32,HelveticaCentury,r,867,447,920,476,212,38,0,6,i_0235.jpg 
Earths,32,HelveticaCentury,r,51,494,169,523,201,39,0,7,i_0235.jpg 
oldest,32,HelveticaCentury,r,183,495,287,523,207,40,0,7,i_0235.jpg 
rocks,32,HelveticaCentury,r,301,495,392,523,211,41,0,7,i_0235.jpg 
Science,32,HelveticaCentury,r,438,494,576,523,211,43,0,7,i_0235.jpg 
Daily,32,HelveticaCentury,r,591,494,677,531,212,44,0,7,i_0235.jpg 
News,32,HelveticaCentury,r,691,495,786,523,213,45,0,7,i_0235.jpg 
Terrawatch,33,Times,r,49,553,254,582,166,47,0,8,i_0235.jpg 
Earths,33,Times,r,268,553,384,582,155,48,0,8,i_0235.jpg 
spin,33,Times,r,397,555,465,590,210,49,0,8,i_0235.jpg 
creates,33,Times,r,478,558,597,582,211,50,0,8,i_0235.jpg 
uneven,33,Times,r,610,562,731,582,211,51,0,8,i_0235.jpg 
sea,32,HelveticaCentury,r,744,562,796,582,211,52,0,8,i_0235.jpg 
level,32,HelveticaCentury,r,808,553,885,582,212,53,0,8,i_0235.jpg 
rise,32,HelveticaCentury,r,897,555,958,582,211,54,0,8,i_0235.jpg 
The,33,Times,r,49,601,111,629,209,56,0,9,i_0235.jpg 
Guardian,32,HelveticaCentury,r,124,601,277,630,212,57,0,9,i_0235.jpg 
Give,45,Times,r,224,47,341,91,212,0,0,0,i_0281.jpg 
it,45,Times,r,361,47,392,91,206,1,0,0,i_0281.jpg 
some,45,Times,r,412,62,539,91,212,2,0,0,i_0281.jpg 
thought,45,Times,r,557,47,802,104,188,3,0,0,i_0281.jpg 
Green,25,Times,r,36,646,118,669,211,4,1,1,i_0281.jpg 
glass,25,Times,r,128,645,214,676,167,5,1,1,i_0281.jpg 
iron,25,Times,r,224,645,277,669,201,6,1,1,i_0281.jpg 
oxide,25,Times,r,287,645,361,669,211,7,1,1,i_0281.jpg 
State,25,Times,r,447,142,511,166,211,8,2,2,i_0281.jpg 
Mineral,25,Times,r,523,142,627,166,212,9,2,2,i_0281.jpg 
Blue,25,Times,r,667,142,728,166,211,11,2,2,i_0281.jpg 
Topaz,25,Times,r,740,142,823,173,210,12,2,2,i_0281.jpg 
Some,25,Times,r,387,415,461,439,212,13,3,3,i_0281.jpg 
other,25,Times,r,472,415,541,439,211,14,3,3,i_0281.jpg 
industrial,25,Times,r,552,415,676,439,123,15,3,3,i_0281.jpg 
minerals,25,Times,r,688,415,811,439,203,16,3,3,i_0281.jpg 
Feldspar,25,Times,r,386,456,502,487,205,17,3,4,i_0281.jpg 
glass,25,Times,r,537,456,604,487,207,19,3,4,i_0281.jpg 
Kaolin,25,Times,r,386,496,477,521,211,20,4,5,i_0281.jpg 
clay,25,Times,r,487,496,541,527,210,21,4,5,i_0281.jpg 
paper,25,Times,r,579,504,653,527,213,23,4,5,i_0281.jpg 
coating,25,Times,r,662,497,760,527,211,24,4,5,i_0281.jpg 
Rutile,25,Times,r,386,537,467,562,177,25,4,6,i_0281.jpg 
pigment,25,Times,r,504,537,614,568,206,27,4,6,i_0281.jpg 
Calcite,25,Times,r,386,578,480,603,206,28,4,7,i_0281.jpg 
linoleum,25,Times,r,517,578,643,607,198,30,4,7,i_0281.jpg 
toothpaste,25,Times,r,655,578,800,609,207,31,4,7,i_0281.jpg 
ink,25,Times,r,813,578,854,602,212,32,4,7,i_0281.jpg 
Fe2j,25,Times,r,372,643,450,676,30,33,4,8,i_0281.jpg 
Amber,25,Times,r,36,686,129,710,212,34,5,9,i_0281.jpg 
glass,25,Times,r,139,686,205,717,212,35,5,9,i_0281.jpg 
sulfur,25,Times,r,244,686,322,710,213,37,5,9,i_0281.jpg 
with,25,Times,r,332,686,391,710,212,38,5,9,i_0281.jpg 
New,46,Times,r,149,70,264,112,212,0,0,0,i_0326.jpg 
homework,46,Times,r,284,70,566,112,212,1,0,0,i_0326.jpg 
due,46,Times,r,584,71,677,112,212,2,0,0,i_0326.jpg 
Friday,46,Times,r,696,70,874,125,206,3,0,0,i_0326.jpg 
Igneous,34,Times,r,91,197,233,237,156,5,0,1,i_0326.jpg 
Rock,34,Times,r,247,196,341,228,212,6,0,1,i_0326.jpg 
Description,34,Times,r,354,196,575,237,205,7,0,1,i_0326.jpg 
Either,34,Times,r,601,196,711,228,213,8,0,1,i_0326.jpg 
find,34,Times,r,725,196,795,228,212,9,0,1,i_0326.jpg 
granite,34,Times,r,92,250,255,292,205,11,0,2,i_0326.jpg 
countertop,34,Times,r,270,255,471,292,184,12,0,2,i_0326.jpg 
building,34,Times,r,487,250,637,291,211,13,0,2,i_0326.jpg 
stone,34,Times,r,651,255,743,283,212,14,0,2,i_0326.jpg 
or,34,Times,r,758,261,794,283,213,15,0,2,i_0326.jpg 
go,34,Times,r,806,261,849,292,214,16,0,2,i_0326.jpg 
to,34,Times,r,862,255,896,283,213,17,0,2,i_0326.jpg 
GLC,34,Times,r,92,305,179,337,200,18,0,3,i_0326.jpg 
and,34,Times,r,194,305,257,337,213,19,0,3,i_0326.jpg 
ask,34,Times,r,272,305,329,337,213,20,0,3,i_0326.jpg 
TAs,34,Times,r,343,306,419,337,194,21,0,3,i_0326.jpg 
for,34,Times,r,433,305,484,337,212,22,0,3,i_0326.jpg 
sample,34,Times,r,530,305,655,346,212,24,0,3,i_0326.jpg 
of,34,Times,r,669,305,711,337,214,25,0,3,i_0326.jpg 
an,34,Times,r,719,316,759,337,214,26,0,3,i_0326.jpg 
igneous,34,Times,r,774,305,911,346,212,27,0,3,i_0326.jpg 
rock,34,Times,r,91,360,179,392,199,28,0,4,i_0326.jpg 
Describe,34,Times,r,207,360,366,392,213,29,0,4,i_0326.jpg 
it,34,Times,r,381,360,403,392,214,30,0,4,i_0326.jpg 
and,34,Times,r,416,360,480,392,214,31,0,4,i_0326.jpg 
give,34,Times,r,493,360,569,401,212,32,0,4,i_0326.jpg 
it,34,Times,r,584,360,606,392,213,33,0,4,i_0326.jpg 
name,34,Times,r,651,370,747,392,213,35,0,4,i_0326.jpg 
Be,29,Times,r,136,424,178,450,213,37,0,5,i_0326.jpg 
sure,29,Times,r,191,432,254,450,211,38,0,5,i_0326.jpg 
to,29,Times,r,266,428,295,450,212,39,0,5,i_0326.jpg 
login,29,Times,r,308,423,401,458,205,40,0,5,i_0326.jpg 
and,29,Times,r,413,423,468,450,212,41,0,5,i_0326.jpg 
write,29,Times,r,480,423,559,450,212,42,0,5,i_0326.jpg 
the,29,Times,r,571,423,618,450,213,43,0,5,i_0326.jpg 
description,29,Times,r,631,423,805,459,210,44,0,5,i_0326.jpg 
in,29,Times,r,818,423,846,450,214,45,0,5,i_0326.jpg 
your,29,Times,r,857,432,930,458,213,46,0,5,i_0326.jpg 
own,29,Times,r,137,480,203,498,212,47,0,6,i_0326.jpg 
words,29,Times,r,215,470,310,498,213,48,0,6,i_0326.jpg 
dont,29,Times,r,322,470,418,506,205,49,0,6,i_0326.jpg 
copy,29,Times,r,430,480,505,506,213,50,0,6,i_0326.jpg 
another,29,Times,r,517,471,635,498,213,51,0,6,i_0326.jpg 
students,29,Times,r,647,471,774,498,212,52,0,6,i_0326.jpg 
description,29,Times,r,787,470,974,506,209,53,0,6,i_0326.jpg 
Chapter,43,Times,r,175,111,370,168,212,0,0,0,i_0382.jpg 
Igneous,43,Times,r,481,113,675,168,212,2,0,0,i_0382.jpg 
Rocks,43,Times,r,694,111,847,155,212,3,0,0,i_0382.jpg 
All,43,Times,r,125,241,195,281,160,5,0,1,i_0382.jpg 
Eye,43,Times,r,212,243,298,293,212,6,0,1,i_0382.jpg 
on,43,Times,r,316,255,370,282,213,7,0,1,i_0382.jpg 
Earth,43,Times,r,386,241,508,282,213,8,0,1,i_0382.jpg 
exercises,43,Times,r,524,241,728,282,212,9,0,1,i_0382.jpg 
for,43,Times,r,747,241,811,282,213,10,0,1,i_0382.jpg 
looking,43,Times,r,127,310,297,361,213,11,0,2,i_0382.jpg 
at,43,Times,r,314,316,353,350,212,12,0,2,i_0382.jpg 
rocks,43,Times,r,368,310,489,350,211,13,0,2,i_0382.jpg 
Give,43,Times,r,127,542,233,582,211,20,0,4,i_0382.jpg 
it,43,Times,r,251,542,280,582,205,21,0,4,i_0382.jpg 
some,43,Times,r,298,555,413,582,213,22,0,4,i_0382.jpg 
thought,43,Times,r,430,542,615,594,205,23,0,4,i_0382.jpg 
or,43,Times,r,678,555,723,582,214,25,0,4,i_0382.jpg 
and,43,Times,r,782,542,861,582,214,27,0,4,i_0382.jpg 
and,43,Times,r,127,610,207,650,214,29,0,5,i_0382.jpg 
Bakers,32,HelveticaCentury,r,110,13,239,42,194,1,0,0,i_0398.jpg 
Dozen,32,HelveticaCentury,r,254,13,363,42,212,2,0,0,i_0398.jpg 
List,32,HelveticaCentury,r,380,13,438,42,209,3,0,0,i_0398.jpg 
of,32,HelveticaCentury,r,452,13,484,42,213,4,0,0,i_0398.jpg 
Minerals,32,HelveticaCentury,r,497,13,643,42,212,5,0,0,i_0398.jpg 
you,32,HelveticaCentury,r,657,21,717,50,212,6,0,0,i_0398.jpg 
should,32,HelveticaCentury,r,733,13,846,42,211,7,0,0,i_0398.jpg 
know,32,HelveticaCentury,r,862,13,952,42,212,8,0,0,i_0398.jpg 
Quartz,30,Times,r,11,64,139,100,210,9,0,1,i_0398.jpg 
Feldspar,30,Times,r,11,116,170,153,205,10,0,2,i_0398.jpg 
Pyroxene,30,Times,r,11,167,178,205,170,11,0,3,i_0398.jpg 
Olivin,30,Times,r,11,217,120,247,95,12,0,4,i_0398.jpg 
Amphibo,30,Times,r,10,269,178,307,158,14,0,5,i_0398.jpg 
Mica,30,Times,r,10,320,100,349,205,15,0,6,i_0398.jpg 
Garnet,30,Times,r,11,371,125,401,208,16,0,7,i_0398.jpg 
Clay,31,Times,r,11,422,88,460,206,17,0,8,i_0398.jpg 
Calcite,31,Times,r,11,473,128,503,199,18,0,9,i_0398.jpg 
Dolomite,31,Times,r,11,524,168,554,211,19,0,10,i_0398.jpg 
Gypsum,31,Times,r,11,576,152,614,206,20,0,11,i_0398.jpg 
Magnetite,31,Times,r,11,626,181,665,178,21,0,12,i_0398.jpg 
Halite,30,Times,i,9,678,115,708,205,22,0,13,i_0398.jpg 
Learn,21,Times,r,158,734,221,753,210,25,1,15,i_0398.jpg 
either,21,Times,r,231,733,294,753,211,26,1,15,i_0398.jpg 
silicate,21,Times,r,303,733,380,753,210,27,1,15,i_0398.jpg 
type,21,Times,r,389,736,437,759,207,28,1,15,i_0398.jpg 
or,21,Times,r,446,734,478,758,207,29,1,15,i_0398.jpg 
group,21,Times,r,486,734,560,759,207,30,1,15,i_0398.jpg 
and,21,Times,r,569,733,607,753,211,31,1,15,i_0398.jpg 
identifying,21,Times,r,618,733,740,759,210,32,1,15,i_0398.jpg 
features,21,Times,r,749,733,862,759,158,33,1,15,i_0398.jpg 
Rock,53,HelveticaCentury,bi,782,224,952,272,215,0,0,0,i_0444.jpg 
Lava,10,Helvetica,r,387,31,415,40,223,2,1,2,i_0444.jpg 
flai,8,Times,r,152,170,176,177,42,6,4,5,i_0444.jpg 
tn,10,Helvetica,bi,126,188,147,196,45,10,4,7,i_0444.jpg 
When,8,Times,r,576,204,601,211,222,12,5,8,i_0444.jpg 
coeb,8,Times,r,610,213,634,220,74,15,5,9,i_0444.jpg 
ad,8,Helvetica,bi,576,222,592,229,222,16,5,10,i_0444.jpg 
tech,8,Times,r,616,231,634,239,77,19,5,11,i_0444.jpg 
ad,10,Helvetica,bi,161,486,179,493,110,21,7,13,i_0444.jpg 
bUItU,6,Helvetica,r,193,487,220,493,31,22,7,13,i_0444.jpg 
Wb,6,Helvetica,r,176,496,185,502,44,25,7,14,i_0444.jpg 
otat,6,Helvetica,r,193,496,217,503,45,26,7,14,i_0444.jpg 
hal,8,Times,r,221,495,239,502,72,27,7,14,i_0444.jpg 
ad,8,Helvetica,bi,157,504,173,511,222,28,7,15,i_0444.jpg 
paa,8,Helvetica,bi,176,505,214,512,62,29,7,15,i_0444.jpg 
Ifl,8,Helvetica,bi,217,504,249,512,47,30,7,15,i_0444.jpg 
cne,9,Helvetica,i,161,515,187,520,37,31,7,16,i_0444.jpg 
en,8,Times,r,198,514,206,520,209,33,7,16,i_0444.jpg 
tccma,8,Times,r,209,513,244,520,38,34,7,16,i_0444.jpg 
atent,8,Times,r,174,522,231,531,129,35,7,17,i_0444.jpg 
thai,8,Times,r,503,524,527,531,49,40,9,21,i_0444.jpg 
tab,8,Times,r,529,524,548,531,83,41,9,21,i_0444.jpg 
Sat,8,Times,r,551,524,568,531,74,42,9,21,i_0444.jpg 
ad,10,Helvetica,bi,559,533,575,540,226,45,9,22,i_0444.jpg 
pQ,6,Helvetica,r,512,543,556,551,52,46,9,23,i_0444.jpg 
Rock,10,Helvetica,r,231,650,260,660,217,52,10,26,i_0444.jpg 
kSaNflt,5,Helvetica,b,301,729,341,736,26,55,12,29,i_0444.jpg 
bq,5,Helvetica,b,345,731,352,736,45,56,12,29,i_0444.jpg 
cnrqneted,8,Times,r,355,730,404,737,43,57,12,29,i_0444.jpg 
in,7,Helvetica,r,328,739,336,745,181,61,12,30,i_0444.jpg 
tnnn,7,Helvetica,r,340,739,360,745,39,62,12,30,i_0444.jpg 
tdunrtiy,8,Times,r,364,739,416,747,21,63,12,30,i_0444.jpg 
END,11,Helvetica,b,54,21,78,30,210,1,0,0,i_0464.jpg 
ESC,11,Helvetica,b,82,20,111,32,46,2,0,0,i_0464.jpg 
IS,6,Helvetica,r,183,487,190,492,141,13,3,6,i_0464.jpg 
buvrnd,8,Helvetica,r,193,486,220,492,38,14,3,6,i_0464.jpg 
damp,8,Helvetica,r,224,486,245,494,153,15,3,6,i_0464.jpg 
th,8,Helvetica,r,176,495,185,501,40,17,3,7,i_0464.jpg 
