Word,Fontsize,FontFamily,FontFaceStyle,Left,Top,Right,Bottom,RecognitionConfidence,Id,LineId,RegionId,imageFile
lure,15,Helvetica,b,152,486,179,498,56,21,1,6,i_0690.jpg 
at,15,Helvetica,b,184,486,197,498,210,22,1,6,i_0690.jpg 
which,15,Helvetica,b,202,484,243,498,195,23,1,6,i_0690.jpg 
peridotite,15,Helvetica,b,249,484,315,501,81,24,1,6,i_0690.jpg 
melts,15,Helvetica,b,321,485,358,498,162,25,1,6,i_0690.jpg 
is,15,Helvetica,b,364,484,375,498,137,26,1,6,i_0690.jpg 
higher,15,Helvetica,b,157,504,200,519,195,27,1,7,i_0690.jpg 
than,15,Helvetica,r,205,504,235,516,189,28,1,7,i_0690.jpg 
its,14,Helvetica,r,241,503,257,516,193,29,1,7,i_0690.jpg 
surroundings,15,Helvetica,b,263,503,352,520,200,30,1,7,i_0690.jpg 
at,15,Helvetica,b,358,505,370,516,206,31,1,7,i_0690.jpg 
every,15,Helvetica,b,151,526,188,538,202,32,1,8,i_0690.jpg 
6epth,14,Helvetica,r,194,523,235,538,40,33,1,8,i_0690.jpg 
Thus,15,Helvetica,b,241,523,278,537,186,34,1,8,i_0690.jpg 
under,15,Helvetica,b,285,523,323,535,189,35,1,8,i_0690.jpg 
normal,15,Helvetica,b,329,522,376,535,163,36,1,8,i_0690.jpg 
conditions,15,Helvetica,b,158,541,230,554,126,37,1,9,i_0690.jpg 
the,15,Helvetica,b,235,542,256,554,209,38,1,9,i_0690.jpg 
mantle,15,Helvetica,b,262,542,308,554,200,39,1,9,i_0690.jpg 
Is,15,Helvetica,b,315,541,325,555,45,40,1,9,i_0690.jpg 
solid,15,Helvetica,b,331,541,368,554,209,41,1,9,i_0690.jpg 
Temperature,15,Helvetica,b,241,74,331,90,201,44,4,12,i_0690.jpg 
DC,15,Helvetica,b,337,75,364,89,32,45,4,12,i_0690.jpg 
Melting,15,Helvetica,b,374,152,425,167,166,50,8,17,i_0690.jpg 
curve,15,Helvetica,b,431,155,469,165,140,51,8,17,i_0690.jpg 
for,15,Helvetica,b,474,152,493,165,210,52,8,17,i_0690.jpg 
mantle,15,Helvetica,b,406,171,451,183,162,53,8,18,i_0690.jpg 
rock,15,Helvetica,b,457,171,487,183,201,54,8,18,i_0690.jpg 
penidotite,15,Helvetica,b,400,190,466,206,31,55,8,19,i_0690.jpg 
Complete,15,Helvetica,b,510,210,576,226,88,60,11,24,i_0690.jpg 
melting,15,Helvetica,b,518,231,569,246,152,61,11,25,i_0690.jpg 
melt,15,Helvetica,b,526,267,561,281,168,64,11,27,i_0690.jpg 
0l,7,Helvetica,r,665,335,675,343,36,78,13,41,i_0690.jpg 
Geothermal,42,HelveticaCentury,bi,745,176,1010,214,205,84,14,46,i_0690.jpg 
Gradient,42,HelveticaCentury,bi,773,237,977,275,197,85,14,47,i_0690.jpg 
change,42,Century,bi,765,299,929,347,212,86,14,48,i_0690.jpg 
in,42,Century,bi,947,299,983,336,205,87,14,48,i_0690.jpg 
temperature,42,Century,bi,739,361,1010,408,207,88,14,49,i_0690.jpg 
with,42,Century,bi,761,447,846,484,213,89,14,50,i_0690.jpg 
depth,42,Century,bi,865,447,988,494,214,90,14,50,i_0690.jpg 
II,11,Helvetica,r,537,503,543,527,24,93,15,53,i_0690.jpg 
Temperature,19,Helvetica,b,421,59,549,80,210,1,1,1,i_0843.jpg 
Melting,19,Helvetica,b,608,194,681,216,172,7,3,3,i_0843.jpg 
curve,19,Helvetica,b,689,199,744,211,210,8,3,3,i_0843.jpg 
for,19,Helvetica,b,642,217,670,235,204,9,3,4,i_0843.jpg 
dry,19,Helvetica,r,677,217,708,239,204,10,3,4,i_0843.jpg 
pendotite,19,Helvetica,b,628,240,724,262,134,11,3,5,i_0843.jpg 
Melting,19,Helvetica,b,452,255,526,276,201,12,4,6,i_0843.jpg 
curve,19,Helvetica,b,461,282,517,295,206,13,4,7,i_0843.jpg 
for,19,Helvetica,b,454,301,481,318,210,14,4,8,i_0843.jpg 
wet,19,Helvetica,b,488,302,524,318,210,15,4,8,i_0843.jpg 
peridotite,19,Helvetica,b,441,324,537,345,71,16,4,9,i_0843.jpg 
Geothermal,19,Helvetica,b,256,377,374,395,202,34,7,27,i_0843.jpg 
gradient,19,Helvetica,b,273,401,357,423,196,35,7,28,i_0843.jpg 
Partial,19,Helvetica,b,264,550,326,567,204,44,9,37,i_0843.jpg 
melting,19,Helvetica,b,335,551,408,572,201,45,9,37,i_0843.jpg 
of,19,Helvetica,b,274,574,294,591,210,46,9,38,i_0843.jpg 
peridotite,19,Helvetica,b,302,574,397,595,154,47,9,38,i_0843.jpg 
to,19,Helvetica,b,280,598,299,614,210,48,9,39,i_0843.jpg 
produce,19,Helvetica,b,308,597,391,618,210,49,9,39,i_0843.jpg 
basaltic,19,Helvetica,b,297,619,375,637,204,50,9,40,i_0843.jpg 
magma,19,Helvetica,b,298,647,374,664,206,51,9,41,i_0843.jpg 
Peew,7,Helvetica,r,163,729,193,736,32,52,10,42,i_0843.jpg 
IGNEOUS,15,Helvetica,b,284,43,382,56,194,0,0,0,i_0935.jpg 
ROCK,15,Helvetica,b,397,43,453,56,210,1,0,0,i_0935.jpg 
CLASSIFICATION,15,Helvetica,b,467,43,652,57,202,2,0,0,i_0935.jpg 
CHART,15,Helvetica,b,667,43,737,57,210,3,0,0,i_0935.jpg 
Ubramdc,11,Helvetica,r,691,91,741,101,40,4,0,1,i_0935.jpg 
MINERAL,11,Helvetica,r,504,67,555,78,191,7,2,4,i_0935.jpg 
COMPOSITION,11,Helvetica,r,560,67,640,78,193,8,2,4,i_0935.jpg 
Irtermdate,11,Helvetica,r,491,91,552,101,25,10,2,5,i_0935.jpg 
Mabc,11,Helvetica,r,609,91,635,101,36,11,2,5,i_0935.jpg 
ff1,5,Helvetica,r,414,142,423,146,29,13,2,7,i_0935.jpg 
tWJjIdW,6,Helvetica,r,605,129,639,137,26,22,3,10,i_0935.jpg 
Phsnffllc,9,Helvetica,r,307,230,353,238,27,25,5,13,i_0935.jpg 
AphaWbc,11,Helvetica,r,309,310,351,320,33,26,5,14,i_0935.jpg 
Porpeyntic,11,Helvetica,r,306,385,354,395,35,29,5,16,i_0935.jpg 
Nd,5,Helvetica,r,271,453,279,457,30,30,6,17,i_0935.jpg 
V4cu11,11,Helvetica,r,309,550,351,558,23,34,9,20,i_0935.jpg 
ch,11,Helvetica,r,294,686,315,693,44,44,9,25,i_0935.jpg 
VnIc,5,Helvetica,r,566,662,581,668,37,47,10,27,i_0935.jpg 
Top,11,Helvetica,r,41,9,61,21,210,2,1,1,i_1063.jpg 
Hat,11,Helvetica,r,66,9,83,18,210,3,1,1,i_1063.jpg 
Secure,11,Helvetica,r,123,41,163,51,195,6,1,2,i_1063.jpg 
httpsjapptophatcorne969008,11,Helvetica,r,183,41,388,54,24,7,1,2,i_1063.jpg 
ENDESC,10,Times,r,54,86,111,98,54,8,2,3,i_1063.jpg 
xJ,16,Helvetica,r,992,5,1023,24,32,10,3,4,i_1063.jpg 
IGNEOUS,13,Helvetica,b,315,103,400,115,76,12,5,6,i_1063.jpg 
ROCK,13,Helvetica,b,413,103,461,115,206,13,5,6,i_1063.jpg 
CLASSIFICATION,13,Helvetica,b,473,103,633,115,168,14,5,6,i_1063.jpg 
CHART,13,Helvetica,b,645,103,707,115,209,15,5,6,i_1063.jpg 
MINERAL,10,TimesCentury,r,505,124,549,133,151,16,5,7,i_1063.jpg 
COMPOSITION,10,TimesCentury,r,554,124,623,133,163,17,5,7,i_1063.jpg 
Top,11,Helvetica,r,41,9,61,21,208,1,0,0,i_1065.jpg 
Hat,11,Helvetica,r,66,9,83,18,208,2,0,0,i_1065.jpg 
Secure,11,Helvetica,r,123,41,163,51,197,5,1,1,i_1065.jpg 
httpsapptopnatcorn,11,Helvetica,r,183,41,324,54,35,6,1,1,i_1065.jpg 
Formative,11,Helvetica,r,84,258,144,268,156,7,2,2,i_1065.jpg 
Assessment,11,Helvetica,r,147,259,222,268,193,8,2,2,i_1065.jpg 
Increasing,11,Helvetica,r,226,258,287,271,133,9,2,2,i_1065.jpg 
Co,11,Helvetica,r,291,259,319,268,198,10,2,2,i_1065.jpg 
Professional,11,Helvetica,r,116,290,189,300,197,13,2,3,i_1065.jpg 
Development,11,Helvetica,r,193,290,273,303,193,14,2,3,i_1065.jpg 
Tasks,11,Helvetica,r,276,290,309,300,201,15,2,3,i_1065.jpg 
Formative,11,Helvetica,r,116,322,176,332,189,17,2,4,i_1065.jpg 
Assessment,11,Helvetica,r,179,323,250,332,198,18,2,4,i_1065.jpg 
Increased,11,Helvetica,r,266,322,322,332,201,20,2,4,i_1065.jpg 
Compr,11,Helvetica,r,327,323,380,335,31,21,2,4,i_1065.jpg 
Chapter,11,Helvetica,r,84,354,131,367,201,22,2,5,i_1065.jpg 
O1sissonintroFl81pptx,11,Helvetica,r,116,386,276,399,29,25,2,6,i_1065.jpg 
01sissonjntroFls1pptx,11,Helvetica,r,116,418,276,431,26,26,2,7,i_1065.jpg 
Chapter,11,Helvetica,r,84,450,131,463,207,27,2,8,i_1065.jpg 
Plate,11,Helvetica,r,145,450,174,460,179,29,2,8,i_1065.jpg 
Tectonics,11,Helvetica,r,178,450,234,460,204,30,2,8,i_1065.jpg 
Chapter,11,Helvetica,r,84,482,131,495,210,31,2,9,i_1065.jpg 
Minerals,11,Helvetica,r,145,482,194,492,206,33,2,9,i_1065.jpg 
Chapter,11,Helvetica,r,84,514,131,527,212,34,2,10,i_1065.jpg 
Igneous,11,Helvetica,r,145,515,191,527,205,36,2,10,i_1065.jpg 
Rocks,11,Helvetica,r,195,514,230,524,195,37,2,10,i_1065.jpg 
04IgneousFl8ppt,11,Helvetica,r,116,547,230,559,26,39,2,11,i_1065.jpg 
Essay,11,Helvetica,r,138,611,171,623,206,40,2,12,i_1065.jpg 
Question,11,Helvetica,r,174,610,227,622,200,41,2,12,i_1065.jpg 
Examples,11,Helvetica,r,232,610,287,623,161,42,2,12,i_1065.jpg 
Give,11,Helvetica,r,138,642,163,652,202,43,2,13,i_1065.jpg 
it,11,Helvetica,r,167,642,175,652,206,44,2,13,i_1065.jpg 
some,11,Helvetica,r,178,645,210,652,210,45,2,13,i_1065.jpg 
thought,11,Helvetica,r,214,642,274,655,202,46,2,13,i_1065.jpg 
New,11,Helvetica,r,138,675,163,684,210,47,2,14,i_1065.jpg 
homework,11,Helvetica,r,168,674,232,684,210,48,2,14,i_1065.jpg 
due,11,Helvetica,r,235,674,257,684,198,49,2,14,i_1065.jpg 
Friday,11,Helvetica,r,261,674,298,687,182,50,2,14,i_1065.jpg 
ChaDter,11,Helvetica,r,138,706,185,717,37,52,2,15,i_1065.jpg 
Igneous,11,Helvetica,r,208,707,255,717,52,54,2,15,i_1065.jpg 
Rocks,11,Helvetica,r,259,706,293,716,210,55,2,15,i_1065.jpg 
IGNIOUS,8,Helvetica,r,640,320,688,328,35,56,3,16,i_1065.jpg 
10CR,7,Times,b,696,320,723,327,33,57,3,16,i_1065.jpg 
CWAIT,7,Times,b,827,320,861,327,36,59,3,16,i_1065.jpg 
GRAD,11,Helvetica,r,149,155,181,164,200,66,4,19,i_1065.jpg 
E1300K,10,Helvetica,r,183,155,223,164,25,67,4,19,i_1065.jpg 
STUDENTS,11,Helvetica,r,255,155,317,164,191,68,5,20,i_1065.jpg 
MARKETPLACE,10,Helvetica,r,348,155,433,164,199,69,5,20,i_1065.jpg 
GEOL,13,Helvetica,b,62,86,103,98,134,70,6,21,i_1065.jpg 
Join,11,Helvetica,r,61,107,86,117,208,72,6,22,i_1065.jpg 
Code,11,Helvetica,r,90,107,122,117,202,73,6,22,i_1065.jpg 
CONTENT,10,Helvetica,r,61,155,119,164,202,75,6,23,i_1065.jpg 
Create,10,Helvetica,r,34,217,72,226,184,77,6,25,i_1065.jpg 
Slide,13,Helvetica,b,505,216,543,229,163,81,8,27,i_1065.jpg 
Not,11,Helvetica,r,537,269,558,278,211,84,9,28,i_1065.jpg 
Assigned,11,Helvetica,r,561,268,614,281,204,85,9,28,i_1065.jpg 
Delete,11,Helvetica,r,962,217,997,227,194,87,10,29,i_1065.jpg 
Assign,11,Helvetica,r,784,269,822,281,210,88,10,30,i_1065.jpg 
Present,11,Helvetica,r,909,269,954,278,198,89,10,30,i_1065.jpg 
Assigned,10,Times,r,338,356,383,367,175,92,11,31,i_1065.jpg 
slides,10,Helvetica,r,345,419,373,428,65,94,11,32,i_1065.jpg 
items,10,Helvetica,r,345,452,372,460,166,96,11,33,i_1065.jpg 
items,10,Times,r,345,484,372,492,182,98,11,34,i_1065.jpg 
items,10,Times,r,345,516,372,524,173,100,11,35,i_1065.jpg 
slides,11,Helvetica,r,345,547,373,556,175,102,11,36,i_1065.jpg 
Homework,10,Helvetica,r,393,388,447,396,193,103,12,37,i_1065.jpg 
Secure,11,Helvetica,r,123,41,163,51,222,4,0,1,i_1066.jpg 
GEOL,13,Helvetica,r,184,292,224,304,215,6,0,2,i_1066.jpg 
Join,19,Helvetica,b,185,322,270,357,218,8,0,3,i_1066.jpg 
Code,36,HelveticaCentury,b,285,322,398,357,217,9,0,3,i_1066.jpg 
Students,14,Helvetica,r,184,440,250,453,228,11,0,5,i_1066.jpg 
can,14,Helvetica,r,255,444,280,453,224,12,0,5,i_1066.jpg 
go,14,Helvetica,r,286,444,303,457,224,13,0,5,i_1066.jpg 
to,14,Helvetica,r,308,442,322,453,224,14,0,5,i_1066.jpg 
TopHatcom,18,Helvetica,b,327,437,447,458,221,15,0,5,i_1066.jpg 
or,14,Helvetica,r,453,444,468,453,224,16,0,5,i_1066.jpg 
use,14,Helvetica,r,473,444,497,453,224,17,0,5,i_1066.jpg 
our,14,Helvetica,r,184,469,209,478,224,18,0,6,i_1066.jpg 
mobile,14,Helvetica,r,214,465,265,478,224,19,0,6,i_1066.jpg 
apps,14,Helvetica,r,270,469,305,482,214,20,0,6,i_1066.jpg 
and,14,Helvetica,r,310,465,337,478,223,21,0,6,i_1066.jpg 
enter,14,Helvetica,r,342,467,381,478,224,22,0,6,i_1066.jpg 
this,14,Helvetica,r,386,465,412,478,224,23,0,6,i_1066.jpg 
join,14,Helvetica,r,416,466,444,482,223,24,0,6,i_1066.jpg 
code,14,Helvetica,r,449,465,484,478,225,25,0,6,i_1066.jpg 
to,14,Helvetica,r,489,467,504,478,225,26,0,6,i_1066.jpg 
participate,14,Helvetica,r,185,489,264,505,214,27,0,7,i_1066.jpg 
Take,11,Helvetica,r,719,399,746,409,228,28,1,8,i_1066.jpg 
Attendance,11,Helvetica,r,749,399,815,409,225,29,1,8,i_1066.jpg 
Cancel,11,Helvetica,r,720,446,758,456,213,31,1,9,i_1066.jpg 
Presentation,11,Helvetica,r,762,446,835,456,215,32,1,9,i_1066.jpg 
Enable,11,Helvetica,r,676,585,715,595,222,33,2,10,i_1066.jpg 
full,11,Helvetica,r,718,585,737,595,227,34,2,10,i_1066.jpg 
screen,11,Helvetica,r,740,588,778,595,226,35,2,10,i_1066.jpg 
mode,11,Helvetica,r,782,585,815,595,223,36,2,10,i_1066.jpg 
Always,11,Helvetica,r,675,619,715,632,227,37,3,11,i_1066.jpg 
show,11,Helvetica,r,719,619,749,629,223,38,3,11,i_1066.jpg 
this,11,Helvetica,r,752,619,774,629,223,39,3,11,i_1066.jpg 
screen,11,Helvetica,r,777,622,814,629,227,40,3,11,i_1066.jpg 
before,11,Helvetica,r,819,619,856,629,222,41,3,11,i_1066.jpg 
presenting,11,Helvetica,r,676,637,738,650,201,42,4,12,i_1066.jpg 
Always,11,Helvetica,r,675,665,715,678,228,43,5,13,i_1066.jpg 
show,11,Helvetica,r,719,665,749,675,224,44,5,13,i_1066.jpg 
control,11,Helvetica,r,752,665,794,675,220,45,5,13,i_1066.jpg 
bar,11,Helvetica,r,798,665,817,675,228,46,5,13,i_1066.jpg 
at,11,Helvetica,r,820,666,831,675,225,47,5,13,i_1066.jpg 
the,11,Helvetica,r,834,665,853,675,223,48,5,13,i_1066.jpg 
bottom,11,Helvetica,r,676,683,717,693,215,49,5,14,i_1066.jpg 
ENDESC,10,Helvetica,b,54,20,111,32,44,0,0,0,i_1067.jpg 
IGNEOUf,15,Helvetica,b,284,43,381,61,31,1,1,1,i_1067.jpg 
CHART,15,Helvetica,b,667,43,738,57,210,3,2,2,i_1067.jpg 
Press,13,Times,r,414,63,447,74,206,4,2,3,i_1067.jpg 
Esc,13,Times,r,455,54,482,84,33,5,2,3,i_1067.jpg 
to,14,Helvetica,b,495,64,509,74,199,7,2,3,i_1067.jpg 
exit,13,Times,r,513,63,537,74,162,8,2,3,i_1067.jpg 
full,13,Times,r,540,63,561,74,193,9,2,3,i_1067.jpg 
screen,13,Times,r,565,65,607,74,199,10,2,3,i_1067.jpg 
Press,15,Helvetica,r,513,142,557,155,206,16,3,6,i_1067.jpg 
Esc,15,Helvetica,r,562,142,599,159,45,17,3,6,i_1067.jpg 
Key,15,Helvetica,b,605,142,634,159,195,18,3,6,i_1067.jpg 
to,15,Helvetica,b,639,143,655,155,211,19,3,6,i_1067.jpg 
exit,16,Times,r,660,141,690,155,207,20,3,6,i_1067.jpg 
the,15,Helvetica,b,512,166,540,180,209,22,3,7,i_1067.jpg 
presentation,15,Helvetica,b,545,166,650,184,202,23,3,7,i_1067.jpg 
uci,10,Helvetica,r,294,686,315,694,31,34,6,17,i_1067.jpg 
Ji,6,Times,b,185,727,199,732,28,37,6,18,i_1067.jpg 
END,11,Helvetica,b,54,21,78,30,209,1,0,0,i_1069.jpg 
ESC,11,Helvetica,b,82,20,111,32,57,2,0,0,i_1069.jpg 
IGNEOUS,15,Helvetica,b,284,43,382,57,161,3,1,1,i_1069.jpg 
ROCK,15,Helvetica,b,397,43,453,57,194,4,1,1,i_1069.jpg 
CLASSIFICATION,15,Helvetica,b,467,43,652,57,208,5,1,1,i_1069.jpg 
CHART,15,Helvetica,b,667,43,738,56,210,6,1,1,i_1069.jpg 
Pbanatic,10,Times,r,307,230,353,238,28,7,2,2,i_1069.jpg 
ApbaflUc,9,Times,r,309,310,351,320,24,8,2,3,i_1069.jpg 
Caoi,9,Times,r,318,686,339,694,36,10,3,4,i_1069.jpg 
MINERAL,11,Helvetica,b,504,67,555,78,165,11,4,5,i_1069.jpg 
COMPOSITION,11,Helvetica,b,560,67,640,78,196,12,4,5,i_1069.jpg 
Filsic,10,Times,r,408,91,437,101,29,13,4,6,i_1069.jpg 
Uftramalc,10,Times,r,691,91,741,101,26,16,4,6,i_1069.jpg 
P1,9,Times,r,402,587,429,594,23,31,8,16,i_1069.jpg 
Lii,9,Times,r,340,550,351,558,23,33,9,17,i_1069.jpg 
Pyroctasic,9,Times,r,305,632,355,642,28,35,9,19,i_1069.jpg 
Top,10,Helvetica,r,41,9,61,21,206,4,3,3,i_1070.jpg 
Hat,10,Helvetica,r,66,9,83,18,194,5,3,3,i_1070.jpg 
Secure,10,Helvetica,r,123,41,163,51,188,7,4,4,i_1070.jpg 
ROCK,13,Helvetica,b,413,103,461,115,202,10,5,5,i_1070.jpg 
CLASSIFICATION,13,Helvetica,b,473,103,633,115,196,11,6,6,i_1070.jpg 
CHART,13,Helvetica,b,645,103,707,115,209,12,6,6,i_1070.jpg 
MIWE,10,Times,r,505,124,530,133,42,13,6,7,i_1070.jpg 
RAt,10,Times,r,531,124,549,133,164,14,6,7,i_1070.jpg 
SC,9,Helvetica,r,81,86,111,98,68,16,7,8,i_1070.jpg 
IGNEOUS,13,Helvetica,b,315,103,400,115,77,17,8,9,i_1070.jpg 
Pflaeqlc,9,Helvetica,r,335,264,375,271,26,19,10,11,i_1070.jpg 
Top,10,Helvetica,r,133,540,154,552,195,26,14,15,i_1070.jpg 
Hat,10,Helvetica,r,158,540,176,549,195,27,14,15,i_1070.jpg 
Googk,10,Helvetica,r,188,540,225,552,48,29,14,15,i_1070.jpg 
Chrome,10,Helvetica,r,229,540,271,549,190,30,14,15,i_1070.jpg 
0c,33,HelveticaCentury,r,678,670,824,722,36,42,22,24,i_1070.jpg 
jiiI,9,Helvetica,r,858,743,872,753,30,43,23,25,i_1070.jpg 
AM,10,Helvetica,r,969,735,988,744,210,47,23,25,i_1070.jpg 
Top,11,Helvetica,r,41,9,61,21,206,2,1,1,i_1071.jpg 
Hat,11,Helvetica,r,66,9,83,18,198,3,1,1,i_1071.jpg 
Secure,11,Helvetica,r,123,41,163,51,197,6,1,2,i_1071.jpg 
ENDESC,11,Helvetica,r,54,86,111,98,53,8,1,3,i_1071.jpg 
IGNEOUS,13,Helvetica,b,315,103,400,115,98,10,2,4,i_1071.jpg 
ROCK,13,Helvetica,b,413,103,461,115,196,11,2,4,i_1071.jpg 
CLASSIFICATION,13,Helvetica,b,473,103,633,115,207,12,2,4,i_1071.jpg 
CHART,13,Helvetica,b,645,103,707,115,210,13,2,4,i_1071.jpg 
MINERAL,10,Times,r,505,124,549,133,188,14,2,5,i_1071.jpg 
COMPOSITiON,10,Helvetica,r,553,124,623,133,54,15,2,5,i_1071.jpg 
Auneir,8,Helvetica,r,337,333,373,342,30,25,4,11,i_1071.jpg 
zoom1,11,Helvetica,r,280,690,313,699,102,27,6,13,i_1071.jpg 
AM,10,Times,r,969,735,988,744,210,39,12,21,i_1071.jpg 
ENDESC,10,Times,r,54,20,111,32,33,1,0,0,i_1072.jpg 
IGNEOUI,15,Helvetica,b,284,43,381,61,24,3,2,2,i_1072.jpg 
Press,12,Times,r,414,63,447,74,206,4,3,3,i_1072.jpg 
lEsci,16,TimesCentury,r,455,53,488,84,39,5,3,3,i_1072.jpg 
to,13,Helvetica,b,495,64,509,74,207,6,3,3,i_1072.jpg 
exitfull,12,Times,r,513,63,560,74,49,7,3,3,i_1072.jpg 
screen,16,TimesCentury,r,565,66,607,74,199,8,3,3,i_1072.jpg 
irrermeoiiiv,8,Times,r,491,94,552,100,28,9,4,4,i_1072.jpg 
LCHART,18,Helvetica,b,642,43,738,86,131,10,5,5,i_1072.jpg 
Apbaniuc,10,Times,r,309,310,351,320,32,15,9,9,i_1072.jpg 
II,6,Times,b,429,559,434,570,23,29,15,17,i_1072.jpg 
po,10,Times,r,402,587,429,594,33,32,15,18,i_1072.jpg 
ajr,18,Helvetica,b,432,577,489,595,28,33,15,18,i_1072.jpg 
achc,10,Times,r,294,686,323,694,30,38,15,21,i_1072.jpg 
1r,8,Times,r,188,736,199,741,22,41,15,23,i_1072.jpg 
ENDESC,11,TimesCentury,r,54,20,111,32,42,0,0,0,i_1073.jpg 
Press,13,Times,r,414,63,447,74,206,4,2,3,i_1073.jpg 
to,13,Helvetica,b,495,64,509,74,209,6,2,3,i_1073.jpg 
exit,13,Helvetica,r,513,63,536,74,200,7,2,3,i_1073.jpg 
lull,11,TimesCentury,r,541,63,560,74,146,8,2,3,i_1073.jpg 
screen,13,Times,r,566,66,607,74,199,9,2,3,i_1073.jpg 
BOWENS,27,HelveticaCentury,b,231,119,415,144,44,10,3,4,i_1073.jpg 
REACTION,27,HelveticaCentury,b,443,119,649,144,210,11,4,5,i_1073.jpg 
SERIES,27,HelveticaCentury,b,678,119,826,144,211,12,4,5,i_1073.jpg 
Regimes,15,Helvetica,b,103,183,167,200,199,14,5,7,i_1073.jpg 
Composition,15,Helvetica,b,241,164,335,181,179,15,6,8,i_1073.jpg 
rock,15,Helvetica,b,242,183,281,199,206,16,6,9,i_1073.jpg 
types,15,Helvetica,b,288,183,334,200,202,17,6,9,i_1073.jpg 
Sequence,15,Helvetica,b,457,174,532,191,209,18,7,10,i_1073.jpg 
In,15,Helvetica,b,540,174,552,187,45,19,7,10,i_1073.jpg 
which,15,Helvetica,b,559,174,603,187,108,20,7,10,i_1073.jpg 
minerals,15,Helvetica,b,611,174,676,187,205,21,7,10,i_1073.jpg 
crystallize,15,Helvetica,b,683,174,763,191,127,22,7,10,i_1073.jpg 
from,15,Helvetica,b,769,174,803,187,208,23,7,10,i_1073.jpg 
magma,15,Helvetica,b,810,177,864,191,211,24,7,10,i_1073.jpg 
High,14,Helvetica,r,69,217,101,233,201,25,8,11,i_1073.jpg 
temperatures,15,Helvetica,b,107,218,202,233,202,26,8,11,i_1073.jpg 
1200C,14,Helvetica,r,97,236,172,251,74,27,8,12,i_1073.jpg 
ltmferatsirfs,14,Helvetica,r,104,568,199,581,29,31,9,16,i_1073.jpg 
Felsic,15,Helvetica,b,268,558,308,570,71,33,10,18,i_1073.jpg 
ildrtiyohte,14,Helvetica,r,268,575,346,591,24,34,10,19,i_1073.jpg 
Muscovite,15,Helvetica,b,673,570,743,583,159,35,11,20,i_1073.jpg 
mica,15,Helvetica,b,750,570,782,583,209,36,11,20,i_1073.jpg 
Intermediate,15,Helvetica,b,245,453,332,465,48,37,12,21,i_1073.jpg 
Potassium,15,Helvetica,b,662,541,732,554,206,39,13,23,i_1073.jpg 
feldspar,15,Helvetica,b,738,541,794,557,207,40,13,23,i_1073.jpg 
Quartz,15,Helvetica,b,706,599,750,612,189,42,14,24,i_1073.jpg 
Bowen,42,Times,bi,229,21,388,60,188,0,0,0,i_1074.jpg 
Reaction,42,Times,bi,445,21,652,60,210,2,2,2,i_1074.jpg 
Series,42,Times,bi,668,21,809,60,210,3,2,2,i_1074.jpg 
BOWENS,27,HelveticaCentury,b,231,119,415,144,45,4,3,3,i_1074.jpg 
REACTION,27,HelveticaCentury,b,444,119,649,144,208,5,4,4,i_1074.jpg 
SERIES,27,HelveticaCentury,b,678,119,826,144,211,6,4,4,i_1074.jpg 
Temperature,16,Times,r,88,165,182,181,177,7,5,5,i_1074.jpg 
Regimes,15,Helvetica,b,103,183,167,200,177,8,5,6,i_1074.jpg 
High,15,Helvetica,r,69,217,101,233,40,9,5,7,i_1074.jpg 
temperatures,15,Helvetica,r,107,218,202,233,195,10,5,7,i_1074.jpg 
1200C,12,Helvetica,r,115,236,172,250,86,12,5,8,i_1074.jpg 
Composition,15,Helvetica,r,241,164,335,181,180,13,6,9,i_1074.jpg 
rock,15,Helvetica,r,242,183,281,199,206,14,6,10,i_1074.jpg 
types,15,Helvetica,r,288,183,334,200,204,15,6,10,i_1074.jpg 
Sequence,15,Helvetica,b,457,174,532,191,204,16,7,11,i_1074.jpg 
in,15,Helvetica,b,540,174,552,187,51,17,7,11,i_1074.jpg 
which,15,Helvetica,b,559,174,603,187,204,18,7,11,i_1074.jpg 
minerals,15,Helvetica,b,611,174,676,187,205,19,7,11,i_1074.jpg 
crystallize,15,Helvetica,b,683,174,763,191,139,20,7,11,i_1074.jpg 
from,15,Helvetica,b,769,174,803,187,207,21,7,11,i_1074.jpg 
magma,15,Helvetica,b,810,177,864,191,210,22,7,11,i_1074.jpg 
Co,9,Helvetica,r,124,350,133,357,58,23,8,12,i_1074.jpg 
LOW,12,Times,r,72,567,99,580,198,27,8,16,i_1074.jpg 
tern,16,Times,r,103,567,130,580,99,28,8,16,i_1074.jpg 
peralu,15,Helvetica,r,132,567,176,583,56,29,8,16,i_1074.jpg 
750uC,15,Helvetica,b,119,584,168,599,29,32,8,17,i_1074.jpg 
Muscovite,15,Helvetica,r,673,570,743,583,199,33,9,18,i_1074.jpg 
mica,15,Helvetica,r,750,570,782,583,207,34,9,18,i_1074.jpg 
Intermediate,15,Helvetica,b,245,453,332,465,28,35,10,19,i_1074.jpg 
dioriteandesite,15,Helvetica,r,228,470,348,484,37,36,10,20,i_1074.jpg 
Felsic,15,Helvetica,b,268,557,308,570,55,37,11,21,i_1074.jpg 
Potassium,15,Helvetica,b,662,541,732,554,203,39,12,23,i_1074.jpg 
Quartz,15,Helvetica,r,706,599,750,612,188,41,13,24,i_1074.jpg 
Plagioclase,37,Times,b,368,120,614,166,217,0,0,0,i_1258.jpg 
