Word,Fontsize,FontFamily,FontFaceStyle,Left,Top,Right,Bottom,RecognitionConfidence,Id,RegionId,LineId,imageFile
Outside,14,Helvetica,r,586,405,644,418,182,14,2,3,i_0268.jpg 
periplasm,14,Helvetica,r,586,425,671,442,42,15,2,4,i_0268.jpg 
Membrane,14,Helvetica,r,586,619,667,632,196,16,3,5,i_0268.jpg 
Inside,14,Helvetica,r,586,819,631,832,103,18,5,7,i_0268.jpg 
cytoplasm,14,Helvetica,r,586,839,673,855,157,19,5,8,i_0268.jpg 
Bacteriorhodopsin,30,HelveticaCentury,b,346,50,720,90,69,0,0,0,i_0289.jpg 
singleprotein,34,HelveticaCentury,r,769,49,1045,90,199,2,0,0,i_0289.jpg 
lightdriven,34,HelveticaCentury,r,1061,49,1278,90,191,3,0,0,i_0289.jpg 
proton,34,HelveticaCentury,r,1295,54,1421,90,212,4,0,0,i_0289.jpg 
pump,34,HelveticaCentury,r,1438,59,1544,90,210,5,0,0,i_0289.jpg 
to,34,HelveticaCentury,r,344,123,381,151,213,6,1,1,i_0289.jpg 
form,34,HelveticaCentury,r,395,119,485,151,212,7,1,1,i_0289.jpg 
ATPs,34,HelveticaCentury,r,500,121,598,158,183,8,1,1,i_0289.jpg 
linked,34,HelveticaCentury,r,616,119,725,151,210,9,1,1,i_0289.jpg 
to,34,HelveticaCentury,r,740,123,778,151,213,10,1,1,i_0289.jpg 
retinal,34,HelveticaCentury,r,794,119,925,151,208,11,1,1,i_0289.jpg 
ciape,34,HelveticaCentury,r,398,264,506,301,37,13,2,2,i_0289.jpg 
shift,31,HelveticaCentury,i,520,264,594,293,198,14,2,2,i_0289.jpg 
induces,30,Times,r,610,264,741,293,206,15,2,2,i_0289.jpg 
transfer,30,Times,r,755,264,889,293,204,16,2,2,i_0289.jpg 
of,34,HelveticaCentury,r,905,264,938,292,129,17,3,3,i_0289.jpg 
protons,34,HelveticaCentury,r,952,271,1085,295,43,18,4,4,i_0289.jpg 
across,29,HelveticaCentury,r,1099,273,1205,293,192,19,4,4,i_0289.jpg 
rl,11,Helvetica,r,1186,661,1199,671,27,21,6,6,i_0289.jpg 
1r,14,Helvetica,r,1290,618,1303,626,28,24,7,8,i_0289.jpg 
Chanr,34,HelveticaCentury,r,1565,138,1681,171,191,28,8,10,i_0289.jpg 
Outside,14,Helvetica,r,586,405,644,418,182,29,9,11,i_0289.jpg 
periplasm,14,Helvetica,r,586,425,671,442,42,30,9,12,i_0289.jpg 
Membrane,14,Helvetica,r,586,619,667,632,197,31,10,13,i_0289.jpg 
Inside,14,Helvetica,r,578,819,631,832,22,34,12,16,i_0289.jpg 
cytoplasm,14,Helvetica,r,586,839,673,855,157,35,12,17,i_0289.jpg 
Bacteriorhodopsin,35,HelveticaCentury,b,346,50,720,90,69,0,0,0,i_0290.jpg 
singleprotein,32,HelveticaCentury,r,769,49,1045,90,199,2,0,0,i_0290.jpg 
lightdriven,32,HelveticaCentury,r,1061,49,1278,90,191,3,0,0,i_0290.jpg 
proton,32,HelveticaCentury,r,1295,54,1421,90,212,4,0,0,i_0290.jpg 
pump,32,HelveticaCentury,r,1438,59,1544,90,210,5,0,0,i_0290.jpg 
to,32,HelveticaCentury,r,344,123,381,151,213,6,1,1,i_0290.jpg 
form,32,HelveticaCentury,r,395,119,485,151,212,7,1,1,i_0290.jpg 
ATPs,32,HelveticaCentury,r,500,121,598,158,183,8,1,1,i_0290.jpg 
linked,32,HelveticaCentury,r,616,119,725,151,208,9,1,1,i_0290.jpg 
to,32,HelveticaCentury,r,740,123,778,151,213,10,1,1,i_0290.jpg 
retinal,32,HelveticaCentury,r,794,119,925,151,208,11,1,1,i_0290.jpg 
Absorption,32,HelveticaCentury,r,392,210,585,248,207,13,3,3,i_0290.jpg 
of,32,HelveticaCentury,r,600,210,635,239,212,14,3,3,i_0290.jpg 
light,32,HelveticaCentury,r,648,210,721,248,212,15,3,3,i_0290.jpg 
photoexcites,32,HelveticaCentury,r,736,210,958,247,190,16,3,3,i_0290.jpg 
retina,32,HelveticaCentury,r,973,211,1071,239,206,17,3,3,i_0290.jpg 
shifts,32,HelveticaCentury,r,1129,210,1221,239,209,19,3,3,i_0290.jpg 
from,32,HelveticaCentury,r,1234,210,1315,239,213,20,3,3,i_0290.jpg 
cis,30,HelveticaCentury,i,1331,211,1373,239,181,21,3,3,i_0290.jpg 
to,32,HelveticaCentury,r,1385,214,1419,239,213,22,3,3,i_0290.jpg 
shape,32,HelveticaCentury,r,393,264,505,301,205,23,4,4,i_0290.jpg 
shift,32,HelveticaCentury,r,521,264,595,293,212,24,4,4,i_0290.jpg 
induces,32,HelveticaCentury,r,609,264,741,293,189,25,4,4,i_0290.jpg 
transfer,32,HelveticaCentury,r,753,264,891,293,211,26,4,4,i_0290.jpg 
of,32,HelveticaCentury,r,904,264,939,293,213,27,4,4,i_0290.jpg 
protons,32,HelveticaCentury,r,952,267,1085,301,212,28,4,4,i_0290.jpg 
across,32,HelveticaCentury,r,1099,273,1206,293,212,29,4,4,i_0290.jpg 
mem,32,HelveticaCentury,r,1221,273,1307,293,211,30,4,4,i_0290.jpg 
brane,32,HelveticaCentury,r,1313,264,1421,293,171,31,5,5,i_0290.jpg 
trans,30,HelveticaCentury,i,1434,214,1521,239,203,32,6,6,i_0290.jpg 
Chanr,32,HelveticaCentury,r,1565,138,1681,171,191,33,7,7,i_0290.jpg 
Outside,13,Helvetica,b,586,405,644,418,182,35,8,8,i_0290.jpg 
peripiasm,13,Helvetica,b,586,425,671,442,42,36,8,9,i_0290.jpg 
Inside,13,Helvetica,b,578,819,631,832,22,37,8,10,i_0290.jpg 
cytoplasm,13,Helvetica,b,586,839,673,855,157,38,8,11,i_0290.jpg 
Retinal,16,Helvetica,r,882,487,946,503,168,39,9,12,i_0290.jpg 
is,16,Helvetica,r,954,488,968,503,190,40,9,12,i_0290.jpg 
joined,16,Helvetica,r,975,488,1032,507,198,41,9,12,i_0290.jpg 
to,16,Helvetica,r,1040,489,1058,503,209,42,9,12,i_0290.jpg 
bacteriorhodopsin,16,Helvetica,r,1066,487,1239,507,157,43,9,12,i_0290.jpg 
Nterminal,16,Helvetica,r,882,511,978,525,188,44,9,13,i_0290.jpg 
lysine,16,Helvetica,r,987,511,1043,530,183,45,9,13,i_0290.jpg 
Membrane,13,Helvetica,b,586,619,667,632,197,46,10,14,i_0290.jpg 
LysNH4,16,Helvetica,r,755,628,833,650,28,47,11,15,i_0290.jpg 
Lys4,16,Helvetica,r,730,720,775,742,36,51,15,19,i_0290.jpg 
Protein,16,Helvetica,r,1185,613,1252,628,166,53,16,20,i_0290.jpg 
changes,16,Helvetica,r,1259,613,1341,632,209,54,16,20,i_0290.jpg 
shape,16,Helvetica,r,1185,636,1242,655,209,55,16,21,i_0290.jpg 
to,16,Helvetica,r,1250,638,1267,651,212,56,16,21,i_0290.jpg 
transfer,16,Helvetica,r,1275,636,1346,651,208,57,16,21,i_0290.jpg 
from,16,Helvetica,r,1218,658,1260,673,210,59,16,22,i_0290.jpg 
inde,16,Helvetica,r,1268,658,1323,674,33,60,16,22,i_0290.jpg 
to,16,Helvetica,r,1331,660,1348,673,212,61,16,22,i_0290.jpg 
outside,16,Helvetica,r,1185,681,1259,696,126,62,17,23,i_0290.jpg 
Proton,32,HelveticaCentury,r,1385,561,1499,590,212,63,18,24,i_0290.jpg 
gradient,32,HelveticaCentury,r,1513,560,1658,598,212,64,18,24,i_0290.jpg 
drives,32,HelveticaCentury,r,1384,614,1486,643,210,65,18,25,i_0290.jpg 
ATP,32,HelveticaCentury,r,1499,616,1562,643,178,66,18,25,i_0290.jpg 
synthesis,32,HelveticaCentury,r,1384,665,1542,703,212,67,18,26,i_0290.jpg 
via,32,HelveticaCentury,r,1555,667,1601,695,212,68,18,26,i_0290.jpg 
ATP,32,HelveticaCentury,r,1382,719,1446,747,202,69,18,27,i_0290.jpg 
synthase,32,HelveticaCentury,r,1459,717,1622,755,173,70,18,27,i_0290.jpg 
inside,16,Helvetica,r,1218,725,1273,740,123,72,19,28,i_0290.jpg 
Bacteriorhodopsin,35,HelveticaCentury,b,346,50,720,90,69,1,0,0,i_0420.jpg 
singleprotein,32,HelveticaCentury,r,769,49,1045,90,199,3,0,0,i_0420.jpg 
lightdriven,32,HelveticaCentury,r,1061,49,1278,90,191,4,0,0,i_0420.jpg 
proton,32,HelveticaCentury,r,1295,54,1421,90,212,5,0,0,i_0420.jpg 
pump,32,HelveticaCentury,r,1438,59,1544,90,210,6,0,0,i_0420.jpg 
to,32,HelveticaCentury,r,344,123,381,151,213,7,0,1,i_0420.jpg 
form,32,HelveticaCentury,r,395,119,485,151,212,8,0,1,i_0420.jpg 
ATPs,32,HelveticaCentury,r,500,121,598,158,183,9,0,1,i_0420.jpg 
linked,32,HelveticaCentury,r,616,119,725,151,206,10,0,1,i_0420.jpg 
to,32,HelveticaCentury,r,740,123,778,151,213,11,0,1,i_0420.jpg 
retinal,32,HelveticaCentury,r,794,119,925,151,209,12,0,1,i_0420.jpg 
ei1C,30,HelveticaCentury,i,357,165,425,206,30,14,0,2,i_0420.jpg 
g9,23,HelveticaCentury,r,575,166,600,208,38,18,0,2,i_0420.jpg 
SI,32,HelveticaCentury,r,672,166,706,199,26,20,0,2,i_0420.jpg 
Absorption,32,HelveticaCentury,r,392,210,585,248,202,22,0,3,i_0420.jpg 
of,32,HelveticaCentury,r,600,210,635,239,206,23,0,3,i_0420.jpg 
light,32,HelveticaCentury,r,643,209,721,248,204,24,0,3,i_0420.jpg 
photoexcites,32,HelveticaCentury,r,736,210,958,247,190,25,0,3,i_0420.jpg 
retinal4shifts,32,HelveticaCentury,r,973,207,1221,239,42,26,0,3,i_0420.jpg 
from,32,HelveticaCentury,r,1234,210,1315,239,212,27,0,3,i_0420.jpg 
cis,30,HelveticaCentury,i,1331,211,1373,239,183,28,0,3,i_0420.jpg 
to,32,HelveticaCentury,r,1385,214,1419,239,212,29,0,3,i_0420.jpg 
trans,30,HelveticaCentury,i,1434,214,1522,239,194,30,0,3,i_0420.jpg 
shape,32,HelveticaCentury,r,393,264,505,301,205,31,0,4,i_0420.jpg 
shift,32,HelveticaCentury,r,521,264,595,293,211,32,0,4,i_0420.jpg 
induces,32,HelveticaCentury,r,609,264,741,293,201,33,0,4,i_0420.jpg 
transfer,32,HelveticaCentury,r,753,264,891,293,213,34,0,4,i_0420.jpg 
of,32,HelveticaCentury,r,904,264,939,293,211,35,0,4,i_0420.jpg 
protons,32,HelveticaCentury,r,952,267,1085,301,213,36,0,4,i_0420.jpg 
across,32,HelveticaCentury,r,1099,273,1206,293,212,37,0,4,i_0420.jpg 
membrane,32,HelveticaCentury,r,1221,264,1421,293,205,38,0,4,i_0420.jpg 
Proton,32,HelveticaCentury,r,1385,561,1499,590,211,39,0,5,i_0420.jpg 
gradient,32,HelveticaCentury,r,1513,560,1658,598,212,40,0,5,i_0420.jpg 
drives,32,HelveticaCentury,r,1384,614,1486,643,204,41,0,6,i_0420.jpg 
ATP,32,HelveticaCentury,r,1499,616,1562,643,171,42,0,6,i_0420.jpg 
synthesis,32,HelveticaCentury,r,1384,665,1542,703,210,43,0,7,i_0420.jpg 
via,32,HelveticaCentury,r,1555,667,1601,695,213,44,0,7,i_0420.jpg 
ATP,32,HelveticaCentury,r,1382,719,1446,747,201,45,0,8,i_0420.jpg 
synthase,32,HelveticaCentury,r,1459,717,1622,755,158,46,0,8,i_0420.jpg 
Bacteriorhodopsinbased,32,HelveticaCentury,r,323,953,763,992,56,48,0,10,i_0420.jpg 
phototrophy,32,HelveticaCentury,r,779,954,999,992,178,49,0,10,i_0420.jpg 
does,32,HelveticaCentury,r,1012,954,1093,983,214,50,0,10,i_0420.jpg 
not,32,HelveticaCentury,r,1108,958,1164,983,213,51,0,10,i_0420.jpg 
replace,32,HelveticaCentury,r,1179,953,1304,991,211,52,0,10,i_0420.jpg 
catabolism,32,HelveticaCentury,r,1318,954,1517,991,209,53,0,10,i_0420.jpg 
such,32,HelveticaCentury,r,1532,954,1608,983,212,54,0,10,i_0420.jpg 
bacteria,32,HelveticaCentury,r,322,1004,460,1034,213,55,0,11,i_0420.jpg 
are,32,HelveticaCentury,r,476,1014,528,1034,213,56,0,11,i_0420.jpg 
photoheterotrophs,32,HelveticaCentury,r,544,1004,889,1043,162,57,0,11,i_0420.jpg 
Chanr,32,HelveticaCentury,r,1565,138,1681,171,191,59,2,13,i_0420.jpg 
Outside,14,Helvetica,b,586,405,644,418,182,60,3,14,i_0420.jpg 
peripLasm,14,Helvetica,b,586,425,671,442,36,61,3,15,i_0420.jpg 
ReiSnal,12,Times,r,445,611,493,623,34,62,4,16,i_0420.jpg 
Retinal,17,Helvetica,r,882,487,946,503,180,63,5,17,i_0420.jpg 
is,17,Helvetica,r,954,487,968,503,209,64,5,17,i_0420.jpg 
joined,17,Helvetica,r,975,488,1032,507,208,65,5,17,i_0420.jpg 
to,17,Helvetica,r,1040,489,1058,503,209,66,5,17,i_0420.jpg 
bacteriorhodopsin,17,Helvetica,r,1065,487,1239,507,168,67,5,17,i_0420.jpg 
Nterminal,17,Helvetica,r,882,511,978,526,145,69,5,18,i_0420.jpg 
lysine,17,Helvetica,r,987,511,1044,530,143,70,5,18,i_0420.jpg 
Membrane,14,Helvetica,b,586,619,667,632,197,71,6,19,i_0420.jpg 
Lys4,17,Helvetica,r,730,720,775,742,29,73,8,21,i_0420.jpg 
Protein,17,Helvetica,r,1185,612,1252,628,142,75,10,23,i_0420.jpg 
changes,17,Helvetica,r,1259,613,1341,632,209,76,10,23,i_0420.jpg 
shape,17,Helvetica,r,1185,636,1242,655,212,77,10,24,i_0420.jpg 
to,17,Helvetica,r,1250,638,1267,651,206,78,10,24,i_0420.jpg 
transfer,17,Helvetica,r,1275,636,1346,651,208,79,10,24,i_0420.jpg 
from,17,Helvetica,r,1218,658,1260,674,208,81,10,25,i_0420.jpg 
inside,17,Helvetica,r,1268,658,1323,674,178,82,10,25,i_0420.jpg 
to,17,Helvetica,r,1330,660,1348,674,210,83,10,25,i_0420.jpg 
Inside,14,Helvetica,b,578,819,631,832,22,84,11,26,i_0420.jpg 
cytoplasm,14,Helvetica,b,586,839,673,855,157,85,11,27,i_0420.jpg 
outside,17,Helvetica,r,1185,681,1259,696,195,86,12,28,i_0420.jpg 
inside,17,Helvetica,r,1218,725,1273,740,175,88,13,29,i_0420.jpg 
Chlorophyllbased,49,HelveticaCentury,i,562,45,1037,102,201,0,0,0,i_0481.jpg 
Photo,49,HelveticaCentury,i,1051,46,1204,90,212,1,0,0,i_0481.jpg 
trophy,49,HelveticaCentury,i,1209,46,1382,102,213,2,0,0,i_0481.jpg 
Oxygenic,34,HelveticaCentury,r,321,158,498,197,210,4,0,1,i_0481.jpg 
photosynthesizers,34,HelveticaCentury,r,513,156,880,197,183,5,0,1,i_0481.jpg 
foundation,33,HelveticaCentury,r,905,156,1115,189,205,6,0,1,i_0481.jpg 
for,33,HelveticaCentury,r,1130,156,1183,189,212,7,0,1,i_0481.jpg 
most,33,HelveticaCentury,r,1199,160,1291,189,211,8,0,1,i_0481.jpg 
of,33,HelveticaCentury,r,1306,156,1343,189,214,9,0,1,i_0481.jpg 
Earths,33,HelveticaCentury,r,1358,156,1483,189,204,10,0,1,i_0481.jpg 
Chanr,33,HelveticaCentury,r,1565,138,1681,171,108,11,0,1,i_0481.jpg 
ecosystems,33,HelveticaCentury,r,321,218,551,255,206,12,0,2,i_0481.jpg 
convert,33,HelveticaCentury,r,578,218,721,247,212,13,0,2,i_0481.jpg 
of,33,HelveticaCentury,r,828,214,866,247,211,15,0,2,i_0481.jpg 
Earths,33,HelveticaCentury,r,880,214,1006,247,202,16,0,2,i_0481.jpg 
CO2,33,HelveticaCentury,r,1021,217,1090,258,38,17,0,2,i_0481.jpg 
biomass,33,HelveticaCentury,r,1163,214,1317,247,117,19,0,2,i_0481.jpg 
Property,33,HelveticaCentury,r,385,282,536,318,212,20,0,3,i_0481.jpg 
of,33,HelveticaCentury,r,549,280,583,310,211,21,0,3,i_0481.jpg 
plants,33,HelveticaCentury,r,596,280,710,318,199,22,0,3,i_0481.jpg 
algae,33,HelveticaCentury,r,725,280,824,318,201,23,0,3,i_0481.jpg 
and,33,HelveticaCentury,r,839,280,901,310,213,24,0,3,i_0481.jpg 
cyanobacteria,33,HelveticaCentury,r,916,280,1160,318,194,25,0,3,i_0481.jpg 
Cyanobacteria,34,HelveticaCentury,r,384,353,639,391,156,27,0,4,i_0481.jpg 
the,33,HelveticaCentury,r,705,353,762,383,214,28,0,4,i_0481.jpg 
only,33,HelveticaCentury,r,777,353,849,391,213,29,0,4,i_0481.jpg 
producing,33,HelveticaCentury,r,905,353,1095,391,154,30,0,4,i_0481.jpg 
bacteria,33,HelveticaCentury,r,1109,353,1259,390,145,31,0,4,i_0481.jpg 
very,33,HelveticaCentury,r,383,416,457,445,211,32,0,5,i_0481.jpg 
diverse,33,HelveticaCentury,r,471,407,594,437,211,33,0,5,i_0481.jpg 
forms,33,HelveticaCentury,r,607,407,707,437,213,34,0,5,i_0481.jpg 
Chlorophyllbased,49,HelveticaCentury,i,562,45,1037,102,201,0,0,0,i_0529.jpg 
Photo,49,HelveticaCentury,i,1051,46,1204,90,212,1,0,0,i_0529.jpg 
trophy,49,HelveticaCentury,i,1209,46,1382,102,213,2,0,0,i_0529.jpg 
Oxygenic,34,HelveticaCentury,r,321,158,498,197,210,3,1,1,i_0529.jpg 
photosynthesizers,34,HelveticaCentury,r,513,156,880,197,183,4,1,1,i_0529.jpg 
foundation,33,HelveticaCentury,r,905,156,1115,189,205,5,1,1,i_0529.jpg 
for,33,HelveticaCentury,r,1130,156,1183,189,212,6,1,1,i_0529.jpg 
most,33,HelveticaCentury,r,1199,160,1291,189,211,7,1,1,i_0529.jpg 
of,33,HelveticaCentury,r,1306,156,1343,189,214,8,1,1,i_0529.jpg 
Earths,33,HelveticaCentury,r,1358,156,1483,189,204,9,1,1,i_0529.jpg 
Property,33,HelveticaCentury,r,385,282,536,318,212,10,2,2,i_0529.jpg 
of,33,HelveticaCentury,r,549,280,583,310,211,11,2,2,i_0529.jpg 
plants,33,HelveticaCentury,r,596,280,710,318,199,12,2,2,i_0529.jpg 
algae,33,HelveticaCentury,r,725,280,824,318,201,13,2,2,i_0529.jpg 
nd,33,HelveticaCentury,r,861,280,901,310,208,15,3,3,i_0529.jpg 
cyanobacteria,33,HelveticaCentury,r,916,280,1160,318,194,16,3,3,i_0529.jpg 
Cyanobacteria,34,HelveticaCentury,r,384,353,639,391,156,18,5,5,i_0529.jpg 
the,33,HelveticaCentury,r,705,353,762,383,214,20,7,7,i_0529.jpg 
only,33,HelveticaCentury,r,777,353,849,391,213,21,8,8,i_0529.jpg 
0producing,33,HelveticaCentury,r,863,353,1095,391,51,22,9,9,i_0529.jpg 
bacteria,33,HelveticaCentury,r,1109,353,1259,390,145,23,10,10,i_0529.jpg 
very,33,HelveticaCentury,r,383,416,457,445,212,24,11,11,i_0529.jpg 
diverse,33,HelveticaCentury,r,471,407,594,437,211,25,11,11,i_0529.jpg 
forms,33,HelveticaCentury,r,607,407,707,437,213,26,11,11,i_0529.jpg 
CH3Chlorophylla,15,Helvetica,r,1175,410,1364,431,34,28,11,11,i_0529.jpg 
CHO,15,Helvetica,r,1191,436,1231,451,186,31,11,12,i_0529.jpg 
Chlorophyll,15,Helvetica,r,1237,435,1349,455,198,32,11,12,i_0529.jpg 
Chiorophylls,34,HelveticaCentury,r,321,487,575,528,73,34,11,13,i_0529.jpg 
light,33,HelveticaCentury,r,592,487,672,528,213,35,11,13,i_0529.jpg 
absorbing,33,HelveticaCentury,r,687,487,875,528,205,36,11,13,i_0529.jpg 
pigments,33,HelveticaCentury,r,891,488,1065,528,206,37,11,13,i_0529.jpg 
ecosystems,33,HelveticaCentury,r,321,218,551,255,199,38,12,14,i_0529.jpg 
convert,33,HelveticaCentury,r,578,218,721,247,207,39,13,15,i_0529.jpg 
of,33,HelveticaCentury,r,828,214,866,247,211,41,14,16,i_0529.jpg 
Earths,33,HelveticaCentury,r,880,214,1006,247,202,42,14,16,i_0529.jpg 
Co2,40,HelveticaCentury,r,1021,217,1090,258,143,43,15,17,i_0529.jpg 
biomass,33,HelveticaCentury,r,1163,214,1317,247,202,45,17,19,i_0529.jpg 
Chromophore,15,Helvetica,r,1430,237,1545,256,175,46,18,20,i_0529.jpg 
H3C,15,Helvetica,r,1429,347,1456,366,27,47,19,21,i_0529.jpg 
H1C,15,Helvetica,r,1436,418,1466,437,27,48,20,22,i_0529.jpg 
CH2,15,Helvetica,r,1480,486,1507,505,28,49,21,23,i_0529.jpg 
CH2,15,Helvetica,r,1480,522,1507,541,27,50,21,24,i_0529.jpg 
oc,21,HelveticaCentury,r,1448,559,1488,573,39,51,21,25,i_0529.jpg 
CH2,15,Helvetica,r,1480,631,1507,650,28,53,21,27,i_0529.jpg 
CH,15,Helvetica,r,1478,667,1498,680,183,54,21,28,i_0529.jpg 
CCH3,15,Helvetica,r,1478,700,1540,719,28,56,21,30,i_0529.jpg 
HC,15,Helvetica,r,1466,782,1486,795,128,57,21,31,i_0529.jpg 
HC,15,Helvetica,r,1466,862,1486,875,119,59,21,32,i_0529.jpg 
CH3,15,Helvetica,r,1493,862,1540,880,31,60,21,32,i_0529.jpg 
CH3,15,Helvetica,r,1457,970,1484,989,32,61,21,33,i_0529.jpg 
CH,15,Helvetica,r,1495,970,1522,989,27,62,21,33,i_0529.jpg 
Chlorophyll,15,Helvetica,r,1441,996,1541,1015,203,63,22,34,i_0529.jpg 
Chlorophyllbased,43,HelveticaCentury,bi,562,45,1037,102,201,0,0,0,i_0554.jpg 
Photo,43,HelveticaCentury,bi,1051,46,1204,90,212,1,0,0,i_0554.jpg 
trophy,43,HelveticaCentury,bi,1209,46,1382,102,213,2,0,0,i_0554.jpg 
Oxygenic,34,HelveticaCentury,r,321,158,498,197,210,3,0,1,i_0554.jpg 
photosynthesizers,34,HelveticaCentury,r,513,156,880,197,183,4,0,1,i_0554.jpg 
foundation,32,HelveticaCentury,r,905,156,1115,189,205,5,0,1,i_0554.jpg 
for,32,HelveticaCentury,r,1130,156,1183,189,212,6,0,1,i_0554.jpg 
most,32,HelveticaCentury,r,1199,160,1291,189,211,7,0,1,i_0554.jpg 
of,32,HelveticaCentury,r,1306,156,1343,189,214,8,0,1,i_0554.jpg 
Earths,32,HelveticaCentury,r,1358,156,1483,189,204,9,0,1,i_0554.jpg 
Property,32,HelveticaCentury,r,385,282,536,318,212,10,1,2,i_0554.jpg 
of,32,HelveticaCentury,r,549,280,583,310,211,11,1,2,i_0554.jpg 
plants,32,HelveticaCentury,r,596,280,710,318,199,12,1,2,i_0554.jpg 
algae,32,HelveticaCentury,r,725,280,824,318,201,13,1,2,i_0554.jpg 
nd,32,HelveticaCentury,r,861,280,901,310,208,15,2,3,i_0554.jpg 
cyanobacteria,32,HelveticaCentury,r,916,280,1160,318,194,16,2,3,i_0554.jpg 
Cyanobacteria,34,HelveticaCentury,r,384,353,639,391,156,18,4,5,i_0554.jpg 
the,32,HelveticaCentury,r,705,353,762,383,214,20,6,7,i_0554.jpg 
only,32,HelveticaCentury,r,777,353,849,391,213,21,7,8,i_0554.jpg 
0producing,32,HelveticaCentury,r,863,353,1095,391,51,22,8,9,i_0554.jpg 
bacteria,32,HelveticaCentury,r,1109,353,1259,390,145,23,9,10,i_0554.jpg 
very,32,HelveticaCentury,r,383,416,457,445,212,24,10,11,i_0554.jpg 
diverse,32,HelveticaCentury,r,471,407,594,437,211,25,10,11,i_0554.jpg 
forms,32,HelveticaCentury,r,607,407,707,437,213,26,10,11,i_0554.jpg 
CH3Chlorophylla,15,Helvetica,r,1175,410,1364,431,34,28,10,11,i_0554.jpg 
CHO,15,Helvetica,r,1191,436,1231,451,186,31,10,12,i_0554.jpg 
Chlorophyll,15,Helvetica,r,1237,435,1349,455,198,32,10,12,i_0554.jpg 
Chiorophylls,34,HelveticaCentury,r,321,487,575,528,73,34,10,13,i_0554.jpg 
light,34,HelveticaCentury,r,592,487,672,528,209,35,10,13,i_0554.jpg 
absorbing,32,HelveticaCentury,r,687,487,875,528,205,36,10,13,i_0554.jpg 
pigments,32,HelveticaCentury,r,891,488,1065,528,206,37,10,13,i_0554.jpg 
re,32,HelveticaCentury,r,581,567,612,587,190,38,10,14,i_0554.jpg 
maximized,32,HelveticaCentury,r,627,558,812,587,204,39,10,14,i_0554.jpg 
Thylakoid,27,HelveticaCentury,r,1029,735,1169,767,48,40,10,15,i_0554.jpg 
membranes,27,HelveticaCentury,r,1031,777,1204,802,204,41,10,16,i_0554.jpg 
HCCH1,15,Helvetica,r,1466,862,1540,880,27,43,10,17,i_0554.jpg 
CH,15,Helvetica,r,1477,940,1497,953,117,44,10,18,i_0554.jpg 
CH3,15,Helvetica,r,1457,970,1484,989,32,46,10,20,i_0554.jpg 
CH3,15,Helvetica,r,1495,970,1522,989,31,47,10,20,i_0554.jpg 
Chlorophyll,15,Helvetica,r,1441,996,1541,1015,199,50,10,21,i_0554.jpg 
ecosystems,32,HelveticaCentury,r,321,218,551,255,199,52,11,23,i_0554.jpg 
convert,32,HelveticaCentury,r,578,218,721,247,207,53,12,24,i_0554.jpg 
of,32,HelveticaCentury,r,828,214,866,247,211,55,13,25,i_0554.jpg 
Earths,32,HelveticaCentury,r,880,214,1006,247,202,56,13,25,i_0554.jpg 
Co2,40,HelveticaCentury,r,1021,217,1090,258,143,57,14,26,i_0554.jpg 
biomass,32,HelveticaCentury,r,1163,214,1317,247,204,59,16,28,i_0554.jpg 
Chromophore,15,Helvetica,r,1430,237,1545,256,171,60,17,29,i_0554.jpg 
light,32,HelveticaCentury,r,394,557,467,595,212,62,18,30,i_0554.jpg 
captu,32,HelveticaCentury,r,481,561,575,595,192,63,18,30,i_0554.jpg 
H3C,15,Helvetica,r,1429,347,1456,366,27,64,19,31,i_0554.jpg 
by,32,HelveticaCentury,r,828,557,867,595,210,65,20,32,i_0554.jpg 
H1C,15,Helvetica,r,1436,418,1466,437,27,66,21,33,i_0554.jpg 
arra,32,HelveticaCentury,r,880,567,946,587,183,67,22,34,i_0554.jpg 
cules,32,HelveticaCentury,r,393,611,479,640,183,68,23,35,i_0554.jpg 
into,32,HelveticaCentury,r,495,612,559,640,212,69,23,35,i_0554.jpg 
antenna,32,HelveticaCentury,r,573,614,719,640,205,70,23,35,i_0554.jpg 
complexes,32,HelveticaCentury,r,733,610,921,648,207,71,23,35,i_0554.jpg 
with,32,HelveticaCentury,r,934,610,1008,640,207,72,23,35,i_0554.jpg 
accessory,32,HelveticaCentury,r,1024,620,1193,648,211,73,23,35,i_0554.jpg 
proteins,32,HelveticaCentury,r,1207,612,1349,648,211,74,23,35,i_0554.jpg 
nging,32,HelveticaCentury,r,952,559,1045,595,194,75,24,36,i_0554.jpg 
chlorophyll,32,HelveticaCentury,r,1058,557,1250,595,213,76,24,36,i_0554.jpg 
mole,32,HelveticaCentury,r,1266,557,1366,587,183,77,24,36,i_0554.jpg 
CH2,15,Helvetica,r,1480,486,1507,505,28,78,25,37,i_0554.jpg 
CH2,15,Helvetica,r,1480,522,1507,541,27,79,25,38,i_0554.jpg 
oc,21,HelveticaCentury,r,1448,559,1488,573,39,80,25,39,i_0554.jpg 
CH,15,Helvetica,r,1478,667,1498,680,183,83,25,42,i_0554.jpg 
CCH3,15,Helvetica,r,1478,700,1539,719,28,85,25,44,i_0554.jpg 
Absorption,42,HelveticaCentury,i,265,32,519,81,210,1,1,1,i_0680.jpg 
spectra,42,HelveticaCentury,i,534,37,719,80,204,2,1,1,i_0680.jpg 
chlorophyll,42,HelveticaCentury,i,747,32,1002,80,212,3,1,1,i_0680.jpg 
